Addr,City,Control,Hbcu,Hloffer,Iclevel,Instnm,Latitude,Locale,Longitud,Newid,Number of Records,Obereg,Prgmofr,Sector,Stabbr,Unitid,ZIP
6840 N Oak Trfwy,Gladstone,3,2,2,3,Paris II Educational Center,39.218433,21,-94.576139,-2,1,4,4,9,MO,365073,64118
5600 Roswell Rd NE Ste 10,Atlanta,3,2,2,3,International School of Skin Nailcare & Massage Therapy,33.906213,13,-84.378337,-2,1,5,5,9,GA,365091,30342
355 Via Vera Cruz Ste 3,San Marcos,3,2,2,3,Palomar Institute of Cosmetology,33.136352,21,-117.188529,-2,1,8,4,9,CA,365125,92078
2610 Sam Noble Parkway,Ardmore,1,2,2,3,Southern Oklahoma Technology Center,34.185397,41,-97.083164,-2,1,6,19,7,OK,365198,73401
1201 W Willow,Enid,1,2,4,2,Autry Technology Center,36.419122,33,-97.89719,-2,1,6,42,4,OK,365213,73703-2506
2960 West Enon Road,Xenia,1,2,2,3,Greene County Vocational School District,39.769591,41,-83.946096,-2,1,3,5,7,OH,365240,45385-9545
6505 E Hwy 66,El Reno,1,2,2,3,Canadian Valley Technology Center,35.509208,42,-97.881967,-2,1,6,22,7,OK,365374,73036
350 Jumper Rd,Wilkes Barre,1,2,2,3,Wilkes-Barre Area Career and Technical Center Practical Nursing,41.262154,21,-75.810121,-2,1,2,1,7,PA,365383,18705-0699
2009 North Main Street,McAlester,3,2,2,3,American Beauty Institute,34.947809,33,-95.764739,-2,1,6,3,9,OK,365453,74501
1312 S Sangre Rd,Stillwater,1,2,4,2,Meridian Technology Center,36.106981,32,-97.108414,-2,1,6,64,4,OK,365480,74074-1899
400 G. W. Lane,Waynesville,1,2,2,3,Waynesville Career Center,37.817383,33,-92.213802,-2,1,4,20,7,MO,365505,65583
1681 Meriden Rd,Wolcott,3,2,2,3,Connecticut Institute of Hair Design,41.555644,22,-72.9558,-2,1,1,2,9,CT,365569,6716
10803 John Galt Blvd.,Omaha,3,2,4,2,Capitol School of Hairstyling and Esthetics,41.20965,11,-96.082351,-2,1,4,4,6,NE,365693,68137-2325
400 E Main St,Denville,1,2,2,3,Morris County Vocational School District,40.877531,21,-74.479263,-2,1,2,3,7,NJ,365763,7834
"950 Norton Avenue, Suite D",Roosevelt Park,3,2,2,3,Ross Medical Education Center-Roosevelt Park,43.19252,22,-86.266824,-2,1,3,3,9,MI,365824,49441
"4528 Breton Road, SE",Kentwood,3,2,2,3,Ross Medical Education Center-Kentwood,42.881117,21,-85.606205,-2,1,3,4,9,MI,365833,48508
1311 Winnsboro Rd,Monroe,3,2,2,3,Cloyd's Barber School 2 Inc,32.484321,13,-92.091773,-2,1,5,2,9,LA,366155,71202
601 Regency Dr,Glendale Heights,3,2,4,2,Universal Technical Institute of Illinois Inc,41.930363,21,-88.069874,-2,1,3,13,6,IL,366191,60139-0000
7380 Exchange Place,Baton Rouge,3,2,3,2,Delta College of Arts & Technology,30.463619,12,-91.113841,-2,1,5,6,6,LA,366270,70806-1529
3745 W. Chapman Avenue  #100,Orange,3,2,3,2,InterCoast Colleges-Orange,33.789372,12,-117.893486,-2,1,8,10,6,CA,366289,92868
22576-316 MacArthur Blvd,California,3,2,2,3,Blades School of Hair Design,38.288782,13,-76.484661,-2,1,2,1,9,MD,366438,20619
1801 S 11th St,Alva,1,2,2,3,Northwest Technology Center-Alva,36.786733,41,-98.675711,-2,1,6,6,7,OK,366623,73717
776 Greenville Rd,Mercer,1,2,2,3,Mercer County Career Center,41.250851,41,-80.248614,-2,1,2,1,7,PA,366632,16137
5172 Kiernan Court,Salida,3,2,3,2,Kaplan College-Modesto,37.713665,21,-121.087326,-2,1,8,7,6,CA,366960,95368
5733 Hopkins Rd,Mentor,3,2,2,3,Cleveland Institute of Dental-Medical Assistants-Mentor,41.714918,21,-81.341918,-2,1,3,4,9,OH,375300,44060-2035
5564 Mayfield Rd,Lyndhurst,3,2,2,3,Cleveland Institute of Dental-Medical Assistants-Lyndhurst,41.519637,21,-81.478573,-2,1,3,3,9,OH,375319,44124-2928
306 Martinsburg Rd,Mount Vernon,1,2,2,3,Knox County Career Center,40.375889,32,-82.475117,-2,1,3,15,7,OH,375373,43050
600 Esley Ln,Mansfield,1,2,4,2,Madison Adult Career Center,40.774328,23,-82.460912,-2,1,3,10,4,OH,375407,44905
8138 E 21st Street,Tulsa,3,2,2,3,CC's Cosmetology College,36.1329,11,-95.884971,-2,1,6,4,9,OK,375647,74129
State Highway 33,Omega,1,2,2,3,Chisholm Trail Technology Center,35.84221,43,-98.20184,-2,1,6,6,7,OK,375656,73764-6335
1 John C Bruton Blvd,Shawnee,1,2,4,2,Gordon Cooper Technology Center,35.380321,32,-96.908013,-2,1,6,23,4,OK,375683,74804
1301 West Liberty Road,Atoka,1,2,2,3,Kiamichi Technology Center-Atoka,34.395365,43,-96.153029,-2,1,6,8,7,OK,375692,74525-0240
810 Waldron Rd,Durant,1,2,4,2,Kiamichi Technology Center-Durant,33.945957,41,-96.406143,-2,1,6,8,4,OK,375708,74701-1904
107 S 15th,Hugo,1,2,2,3,Kiamichi Technology Center-Hugo,34.00832,33,-95.494474,-2,1,6,7,7,OK,375717,74743
301 Kiamichi Dr,McAlester,1,2,2,3,Kiamichi Technology Center-McAlester,34.924173,33,-95.745999,-2,1,6,13,7,OK,375726,74501
3205 Lincoln Road NE,Idabel,1,2,2,3,Kiamichi Technology Center-Idabel,33.92186,41,-94.774993,-2,1,6,93,7,OK,375735,74745-2415
3341 NAVARRE AVE.,OREGON,3,2,4,2,Toledo Academy of Beauty Culture-East,41.638326,21,-83.46954,-2,1,3,2,6,OH,375540,43616
506 S McClun St,Bloomington,3,2,2,3,Hairmasters Institute of Cosmetology,40.474666,13,-88.979416,-2,1,3,3,9,IL,367051,61701
1681 N. College Ave,Bloomington,3,2,2,3,Hair Arts Academy,39.181124,13,-86.534746,-2,1,3,3,9,IN,367088,47404
231 Central St,Lowell,3,2,2,3,Empire Beauty School-Lowell,42.642426,21,-71.308847,-2,1,1,1,9,MA,367130,1852
22311 Eureka Road,Taylor,3,2,2,3,Ross Medical Education Center-Taylor,42.197923,13,-83.251149,-2,1,3,2,9,MI,367158,48180
5424 Hwy 290 W Ste 105,Austin,3,2,4,2,Allied Health Careers,30.237691,11,-97.839328,-2,1,6,5,6,TX,367316,78735
4650 Buckley Rd,Liverpool,3,2,1,3,National Tractor Trailer School Inc-Liverpool,43.14248,21,-76.195097,-2,1,2,3,9,NY,367334,13088-0208
6200 Hillcroft Ave Ste 200,Houston,3,2,3,2,Interactive Learning Systems-Houston,29.719295,11,-95.500467,-2,1,6,3,6,TX,367361,77081-3007
150 Brick Boulevard,Brick,3,2,2,3,Star Career Academy–Brick,40.030965,21,-74.14461,-2,1,2,5,9,NJ,367398,08701-7182
314 E Washington St,New Castle,3,2,2,3,New Castle Beauty Academy,40.999293,31,-80.34192,-2,1,2,3,9,PA,367431,16101
325 N Gateway Drive,Madera,3,2,2,3,Madera Beauty College,36.951505,13,-120.057761,-2,1,8,3,9,CA,367662,93637
2222 N Tampa St,Tampa,1,2,4,2,Brewster Technical Center,27.96373,11,-82.461722,-2,1,5,11,4,FL,367875,33602-2196
2201 Toronto Rd,Springfield,1,2,2,3,Capital Area School of Practical Nursing,39.718311,12,-89.626262,-2,1,3,1,7,IL,367972,62712-3803
10321 S Roberts Rd,Palos Hills,3,2,2,3,Hair Professionals Career College,41.701408,21,-87.816606,-2,1,3,4,9,IL,367981,60465
809 S Harrison St,Alexandria,3,2,1,3,Alexandria School of Scientific Therapeutics,40.255464,23,-85.674191,-2,1,3,1,9,IN,368036,46001-0287
15 Ward Street,Bloomfield,3,2,2,3,Empire Beauty School-Bloomfield,40.795445,21,-74.198658,-2,1,2,2,9,NJ,368230,7003
711 W. Tamarack,Altus,1,2,4,2,Southwest Technology Center,34.668194,33,-99.341161,-2,1,6,12,4,OK,368364,73521
688 Western Avenue,Canonsburg,1,2,2,3,Western Area Career and Technology Center,40.254722,41,-80.246117,-2,1,2,1,7,PA,368407,15317
214 W San Antonio Street,New Braunfels,3,2,2,3,Seguin Beauty School-New Braunfels,29.701875,13,-98.12595,-2,1,6,1,9,TX,368540,78130
9709 Third Ave NE Suite 400,Seattle,3,2,3,2,Pima Medical Institute-Seattle,47.699363,11,-122.325788,-2,1,8,11,6,WA,368629,98115
600 Harley O Staggers Sr Dr,Keyser,1,2,2,3,Mineral County Vocational Technical Center,39.42728,32,-78.98828,-2,1,5,1,7,WV,368647,26726
18607 Ventura Blvd Ste 310,Tarzana,2,2,1,3,Hypnosis Motivation Institute,34.170344,11,-118.538932,-2,1,8,1,8,CA,368771,91356-4159
6435 Wilshire Boulevard,Los Angeles,2,2,3,2,Los Angeles ORT College-Los Angeles Campus,34.063876,11,-118.369383,-2,1,8,12,5,CA,368780,90048
12875 chapman ave,Garden Grove,3,2,2,3,Thanh Le College School of Cosmetology,33.788899,21,-117.908197,-2,1,8,4,9,CA,368832,92840
530 North Lincoln Ave,Alliance,1,2,2,3,Community Services Division-Alliance City,40.9268,31,-81.111941,-2,1,3,15,7,OH,369109,44601
9751 Delegates Dr,Orlando,3,2,4,2,Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,28.424285,21,-81.409713,-2,1,5,15,6,FL,369400,32837
4951-A Adamo Drive,Tampa,3,2,2,3,Artistic Nails and Beauty Academy-Tampa,27.951358,11,-82.403486,-2,1,5,5,9,FL,378886,33605
6225 Ulmerton Road,Clearwater,3,2,4,2,National Aviation Academy of Tampa Bay,27.893878,21,-82.721198,-2,1,5,4,6,FL,378956,33760
365 E 51st St,Chicago,3,2,2,3,Cain's Barber College Inc,41.801785,11,-87.617257,-2,1,3,1,9,IL,379135,60615-3510
4937 Spring Rd,Verona,1,2,2,3,Madison Oneida BOCES-Practical Nursing Program,43.14082,41,-75.56033,-2,1,2,1,7,NY,379621,13478-0168
2656 S Loop W Ste 380,Houston,3,2,1,3,Astrodome Career Centers,29.679443,11,-95.420772,-2,1,6,1,9,TX,379746,77054
3910 Kirby Ste 200,Houston,3,2,6,1,Center for Advanced Legal Studies,29.732118,11,-95.41912,-2,1,6,2,3,TX,379782,77098-4151
10314 I-10 East Fwy,Houston,3,2,2,3,Houston Training School-Main Campus,29.77291,21,-95.24417,-2,1,6,2,9,TX,380067,77026
2444 W Devon Avenue,Chicago,3,2,2,3,Rosel School of Cosmetology,41.997731,11,-87.691288,-2,1,3,6,9,IL,369446,60659
540 N Harrison Rd,Pleasant Gap,1,2,2,3,Central Pennsylvania Institute of Science and Technology,40.882223,41,-77.740423,-2,1,2,17,7,PA,369668,16823
2910 Antoine B-100,Houston,3,2,2,3,Northwest Educational Center,29.814255,11,-95.473166,-2,1,6,5,9,TX,369686,77092
6672 Hwy 06 S,Houston,3,2,2,3,Sebring Career Schools-Houston,29.704744,11,-95.645773,-2,1,6,4,9,TX,369695,77083
8101 John Carpenter Fwy,Dallas,3,2,2,3,PCI Health Training Center,32.820076,11,-96.876324,-2,1,6,4,9,TX,369783,75247-4720
112 Mansfield Avenue,Willimantic,2,2,4,2,Windham Memorial Hospital-Radiologic Technology Program,41.71754,31,-72.225996,-2,1,1,1,5,CT,369792,06226-2040
1156 Medina Rd,Medina,3,2,1,3,Hamrick School,41.135812,41,-81.728742,-2,1,3,2,9,OH,369950,44256
753 Main Street,Gardendale,3,2,2,3,Alabama State College of Barber Styling,33.64351,21,-86.809871,-2,1,5,1,9,AL,371034,35071
1061 Markham St,Conway,3,2,2,3,Arkansas Beauty School,35.093082,13,-92.44029,-2,1,5,3,9,AR,371140,72032
1460 S. Milliken Ave,Ontario,3,2,2,3,Everest College-Ontario,34.046799,12,-117.558954,-2,1,8,8,9,CA,371265,91761-2338
12340 Woodruff Ave,Downey,1,2,4,2,Downey Adult School,33.919599,21,-118.116635,-2,1,8,8,4,CA,371690,90241
11889 Valley View St Suite C,Garden Grove,3,2,2,3,CRU Institute,33.790054,21,-118.029219,-2,1,8,4,9,CA,371830,92845-4321
"16560 Harbor Blvd., Units K-Q",Fountain Valley,3,2,4,2,Modern Technology School,33.723142,13,-117.918837,-2,1,8,3,6,CA,371928,92708-9821
"11080 White Rock Rd., Suite 100",Rancho Cordova,3,2,1,3,National Career Education,38.589642,13,-121.273156,-2,1,8,3,9,CA,371964,95670
252 E Second St,Pomona,3,2,2,3,Thuy Princess Beauty College,34.057663,21,-117.748468,-2,1,8,5,9,CA,372000,91766
221 North Brand,Glendale,3,2,2,3,North-West College-Glendale,34.148913,12,-118.255409,-2,1,8,7,9,CA,372028,91203
18000 Studebaker Road Suite 900A,Cerritos,3,2,5,1,Fremont College,33.867773,21,-118.098316,-2,1,8,9,3,CA,372073,90703
1515 W Mission Blvd,Pomona,1,2,2,3,Pomona Unified School District Adult and Career Education,34.053616,21,-117.776388,-2,1,8,13,7,CA,372082,91766-1233
3419 W 43rd Place,Los Angeles,3,2,2,3,Universal College of Beauty Inc-Los Angeles 2,34.004239,11,-118.331741,-2,1,8,3,9,CA,372240,90008
2231 S Peoria,Aurora,3,2,4,2,Xenon International Academy-Denver,39.676308,11,-104.848602,-2,1,7,3,6,CO,372356,80014
2088 N. Courtenay Parkway,Merritt Island,3,2,2,3,Academy of Cosmetology,28.394053,21,-80.70372,-2,1,5,6,9,FL,372462,32953
2525 Drew St,Clearwater,3,2,2,3,Sunstate Academy,27.967041,12,-82.732693,-2,1,5,5,9,FL,372718,33765-2702
"4130 Salibury Road North, Suite 1100",Jacksonville,3,2,3,2,Heritage Institute-Jacksonville,30.254003,11,-81.596021,-2,1,5,6,6,FL,372772,32216
13010 S Division St,Blue Island,3,2,2,3,ETI School of Skilled Trades,41.656949,21,-87.670728,-2,1,3,1,9,IL,373119,60406-2606
144c East Lake Street,Bloomingdale,3,2,2,3,Pivot Point Academy-Bloomingdale,41.955935,21,-88.076665,-2,1,3,2,9,IL,373216,60108-0000
1215 E. Santa Fe,Olathe,3,2,2,3,Xenon International Academy-Kansas City,38.882583,21,-94.798613,-2,1,4,2,9,KS,373340,66061
8067 Airline Hwy,Baton Rouge,3,2,1,3,Diesel Driving Academy-Baton Rouge,30.464937,12,-91.103813,-2,1,5,1,9,LA,373526,70815
208 Westside Drive,Vidalia,3,2,2,3,Jonesville Beauty School,31.569543,33,-91.470706,-2,1,5,1,9,LA,373605,71373-3358
492-500 Main St,Malden,3,2,2,3,New England Hair Academy,42.427591,21,-71.066818,-2,1,1,2,9,MA,373678,2148
150 Pleasant St,Worcester,3,2,2,3,Rob Roy Academy-Worcester,42.263846,12,-71.807605,-2,1,1,3,9,MA,373696,1609
220 Sandwich Road,Bourne,1,2,2,3,Upper Cape Cod Regional Technical School,41.680209,22,-70.5953,-2,1,1,1,7,MA,373711,2532
2200 Broening Hwy Ste 160,Baltimore,3,2,2,3,All-State Career-Baltimore,39.264664,11,-76.544942,-2,1,2,7,9,MD,373784,21224
5177 W Main,Kalamazoo,3,2,2,3,Everest Institute-Kalamazoo,42.291618,22,-85.651009,-2,1,3,6,9,MI,373890,49009
757 Brice St,Lebanon,1,2,2,3,Lebanon Technology and Career Center,37.691566,33,-92.677429,-2,1,4,11,7,MO,374112,65536
1815 Terry Rd,Jackson,3,2,4,2,Academy of Hair Design-Jackson,32.282646,12,-90.210517,-2,1,5,4,6,MS,374316,39204
7 Lafayette St.,Pontotoc,3,2,4,2,KC's School of Hair Design,34.24891,33,-89.000761,-2,1,5,1,6,MS,374343,38863-0000
1021 N Spence Ave,Goldsboro,3,2,2,3,Mitchells Hairstyling Academy-Goldsboro,35.385225,13,-77.94802,-2,1,5,1,9,NC,374440,27534
308 Route 38 W,Moorestown,3,2,2,3,Lincoln Technical Institute-Moorestown,39.94847,21,-74.955631,-2,1,2,4,9,NJ,374574,8057
4000 Kozloski Rd,Freehold,1,2,2,3,Monmouth County Vocational School District,40.26109,21,-74.252191,-2,1,2,2,7,NJ,374592,07728-5033
3535 W. Sahara Avenue,Las Vegas,3,2,3,2,Kaplan College-Las Vegas,36.14357,11,-115.188421,-2,1,8,8,6,NV,374875,89102
225 Dolson Ave,Middletown,3,2,2,3,Beauty School of Middletown,41.42455,23,-74.428691,-2,1,2,3,9,NY,374927,10940
517 N Barry St,Olean,3,2,2,3,Continental School of Beauty Culture-Olean,42.086025,33,-78.430287,-2,1,2,3,9,NY,374990,14760
175 Katherine St,Buffalo,3,2,1,3,National Tractor Trailer School Inc-Buffalo,42.865334,11,-78.857766,-2,1,2,4,9,NY,375106,14210-2007
1509 S McKenna,Poteau,1,2,2,3,Kiamichi Technology Center-Poteau,35.0382,32,-94.633992,-2,1,6,11,7,OK,375744,74953
610 SW 3rd,Spiro,1,2,2,3,Kiamichi Technology Center-Spiro,35.240444,42,-94.628773,-2,1,6,2,7,OK,375753,74959
13739 SE 202nd Road,Talihina,1,2,2,3,Kiamichi Technology Center-Talihina,34.765293,43,-95.092003,-2,1,6,4,7,OK,375762,74571
2900 Fairway Dr,Altoona,3,2,3,2,YTI Career Institute-Altoona,40.482439,13,-78.396073,-2,1,2,8,6,PA,375939,16602
3075 Terwood Rd,Willow Grove,1,2,2,3,Eastern Center for Arts and Technology,40.158544,21,-75.109688,-2,1,2,1,7,PA,375966,19090
