Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Grcohrt,Number of Records,Pgrcohrt,Ret Nmf,Ret Pcf,Rrftcta,Rrftct,Rrftex,Stufacr,Ugentern,Unitid (Ef2013D),Unitid
7311,18471,,7311,18471,,12911,24071,,1048,1,57,684,75,916,916,0,29,1846,115861,115861
7629,19185,,7629,19185,,13791,25347,,1294,1,27,939,79,1191,1191,0,31,4736,116439,116439
22431,29926,,22431,29926,,22431,29926,,149,1,78,0,,0,0,0,36,192,116466,116466
22431,29926,,22431,29926,,22431,29926,,57,1,86,0,,0,0,0,24,66,116475,116475
22431,29926,,22431,29926,,22431,29926,,78,1,72,0,,0,0,0,33,108,116484,116484
,,46869,,,46869,,,46869,7,1,33,10,83,12,12,0,3,21,116846,116846
6958,16778,11986,6958,16778,11986,12598,22418,17626,1770,1,37,1126,67,1672,1672,0,29,4777,117052,117052
18585,29745,24285,18585,29745,24285,18585,29745,24285,76,1,37,27,63,43,43,0,22,206,117104,117104
29251,35893,36211,29251,35893,36211,29251,35893,36211,205,1,34,67,62,108,108,0,24,597,117113,117113
41085,52245,51997,41085,52245,51997,41085,52245,51997,561,1,46,540,88,614,619,5,17,1228,117140,117140
32342,45538,43238,32342,45538,43238,32342,45538,43238,67,1,48,64,84,76,76,0,12,141,117168,117168
6954,18222,,6954,18222,,12375,23643,,134,1,20,96,59,162,162,0,18,664,117195,117195
7273,18433,,7273,18433,,12385,23545,,400,1,11,196,57,342,342,0,22,3737,117247,117247
7069,18031,12961,7069,18031,12961,11845,22807,17737,170,1,14,75,47,158,158,0,21,1228,117274,117274
12145,20725,,12145,20725,,12145,20725,,9,1,28,11,73,15,15,0,36,32,117557,117557
21057,35517,29991,21057,35517,29991,21057,35517,29991,2,1,14,2,67,3,3,0,12,14,117575,117575
37299,46620,41490,37299,46620,41490,37299,46620,41490,466,1,62,380,76,499,499,0,14,746,117627,117627
7323,18267,,7323,18267,,12843,23787,,2335,1,34,1577,73,2154,2154,0,30,6815,117645,117645
7206,18366,,7206,18366,,12146,23306,,500,1,16,298,69,432,432,0,35,3037,117690,117690
7206,18366,,7206,18366,,12146,23306,,865,1,15,649,75,868,868,0,36,5952,117706,117706
7206,18366,,7206,18366,,12146,23306,,220,1,7,82,60,137,137,0,28,3087,117715,117715
7206,18366,,7206,18366,,12146,23306,,415,1,10,261,64,410,410,0,33,4362,117724,117724
7206,18366,,7206,18366,,12146,23306,,804,1,15,493,76,651,651,0,39,5528,117733,117733
33606,44622,42147,33606,44622,42147,33606,44622,42147,188,1,60,168,81,208,208,0,11,315,117751,117751
7206,18366,,7206,18366,,12146,23306,,716,1,11,405,61,660,660,0,37,6673,117788,117788
7206,18366,,7206,18366,,12146,23306,,302,1,13,251,70,361,361,0,33,2251,117867,117867
12027,19006,,12027,19006,,17767,24746,,535,1,22,371,72,516,516,0,26,2401,117894,117894
29251,35893,35119,29251,35893,35119,29251,35893,35119,162,1,38,60,55,110,110,0,15,430,117928,117928
46250,57410,57379,46250,57410,57379,46250,57410,57379,1340,1,76,1165,91,1274,1275,1,11,1762,117946,117946
7081,21004,,7081,21004,,13231,27154,,265,1,16,207,71,291,291,0,19,1644,118347,118347
36067,46895,47961,36067,46895,47961,36067,46895,47961,288,1,75,222,66,334,334,0,17,382,118541,118541
7408,18568,,7408,18568,,13108,24268,,240,1,26,158,66,240,240,0,16,908,118684,118684
43044,54204,53834,43044,54204,53834,43044,54204,53834,134,1,59,137,82,168,168,0,15,227,118693,118693
6817,17752,,6817,17752,,11569,22504,,1067,1,40,692,74,939,939,0,28,2671,118718,118718
7273,18433,,7273,18433,,12385,23545,,161,1,7,83,50,165,165,0,21,2182,118772,118772
46285,57325,56812,46285,57325,56812,46285,57325,56812,217,1,63,151,81,186,186,0,10,344,118888,118888
7124,18284,,7124,18284,,11564,22724,,1459,1,32,964,67,1439,1439,0,30,4539,118912,118912
8152,19177,,8152,19177,,13048,24073,,371,1,14,298,70,423,423,0,23,2579,118930,118930
7208,18224,,7208,18224,,12104,23120,,1629,1,37,907,71,1284,1284,0,32,4386,118976,118976
7200,20898,,7200,20898,,11496,25194,,415,1,13,361,66,548,548,0,26,3112,119067,119067
7373,18533,,7373,18533,,13035,24195,,1826,1,41,1301,75,1738,1738,0,34,4476,119137,119137
5900,17168,,5900,17168,,11976,23244,,2604,1,35,1750,79,2217,2217,0,26,7521,119164,119164
40570,51876,51100,40570,51876,51100,40570,51876,51100,554,1,67,225,79,284,284,0,12,826,119173,119173
7371,18531,,7371,18531,,12921,24081,,943,1,24,510,70,732,732,0,27,3862,119216,119216
29045,35687,,29045,35687,,29045,35687,,,1,,17,49,35,35,0,6,,119234,119234
29646,40572,,29646,40572,,29646,40572,,440,1,80,14,56,25,25,0,6,552,119270,119270
7127,18287,,7127,18287,,11927,23087,,517,1,29,361,76,474,474,0,22,1775,119331,119331
21719,33068,,21719,33068,,21719,33068,,,1,,80,79,101,102,1,24,,119359,119359
18230,29282,,18230,29282,,18230,29282,,,1,,25,63,40,40,0,30,,119368,119368
21912,33279,,21912,33279,,21912,33279,,,1,,66,56,117,117,0,30,,119508,119508
13638,27430,,13638,27430,,13638,27430,,27,1,20,27,60,45,45,0,8,137,119544,119544
17416,27336,,17416,27336,,17416,27336,,,1,,177,77,231,231,0,22,,119605,119605
31586,45149,,31586,45149,,31586,45149,,26,1,28,8,50,16,16,0,9,92,119775,119775
,,,,,,,,,,1,,80,80,100,100,0,23,,120069,120069
,,,,,,,,,,1,,85,83,102,102,0,34,,120078,120078
,,,,,,,,,,1,,45,76,59,59,0,15,,120087,120087
11500,20300,,11500,20300,,11500,20300,,47,1,90,39,83,47,47,0,29,52,120166,120166
37256,49462,49038,37256,49462,49038,37256,49462,49038,172,1,50,140,77,182,182,0,11,344,120184,120184
,,63363,,,63363,,,63363,548,1,90,493,93,530,530,0,10,608,120254,120254
7658,20402,,7658,20402,,12890,25634,,776,1,23,540,77,704,704,0,27,3343,120290,120290
8021,21208,,8021,21208,,13157,26344,,1930,1,31,1042,77,1349,1349,0,35,6164,120342,120342
44530,55430,55430,44530,55430,55430,44530,55430,55430,160,1,59,148,81,183,183,0,5,272,120403,120403
7373,18533,,7373,18533,,13035,24195,,523,1,26,308,69,446,446,0,34,2047,120421,120421
32035,43195,39537,32035,43195,39537,32035,43195,39537,76,1,34,79,73,108,108,0,14,221,120537,120537
,,,,,,,,,,1,,119,69,172,172,0,29,,120661,120661
27940,32140,37540,27940,32140,37540,27940,32140,37540,,1,,0,0,1,1,0,12,,120838,120838
33465,44625,39852,33465,44625,39852,33465,44625,39852,334,1,67,159,85,188,188,0,16,500,120865,120865
45795,56955,57033,45795,56955,57033,45795,56955,57033,958,1,84,573,87,662,662,0,14,1144,120883,120883
10486,17236,,10486,17236,,10486,17236,,62,1,6,45,56,80,80,0,36,1075,120953,120953
5555,16966,,5555,16966,,9699,21110,,2029,1,30,1456,73,2008,2008,0,27,6869,120971,120971
7892,17710,,7892,17710,,12908,22726,,3343,1,38,971,64,1506,1506,0,26,8733,121044,121044
48302,61192,61192,48302,61192,61192,48302,61192,61192,783,1,81,722,92,787,787,0,13,966,121150,121150
48018,63018,61416,48018,63018,61416,48018,63018,61416,265,1,91,237,91,261,261,0,12,291,121257,121257
36844,45700,,36844,45700,,36844,45700,,,1,,0,,0,0,0,20,,121275,121275
36341,47501,44593,36341,47501,44593,36341,47501,44593,645,1,81,536,89,600,600,0,14,800,121309,121309
45630,53718,59730,45630,53718,59730,45630,53718,59730,396,1,92,389,97,399,399,0,7,430,121345,121345
6226,15402,,6226,15402,,11910,21086,,433,1,41,278,68,406,406,0,29,1069,121363,121363
28057,33425,,28057,33425,,28057,33425,,49,1,96,16,55,29,29,0,22,51,121381,121381
7127,18287,,7127,18287,,11159,22319,,1209,1,16,931,71,1305,1305,0,43,7466,121619,121619
47343,58503,58559,47343,58503,58559,47343,58503,58559,662,1,66,640,88,724,724,0,14,1005,121691,121691
6043,16139,12686,6043,16139,12686,6043,16139,12686,310,1,25,126,41,304,304,0,17,1219,121707,121707
7118,17963,,7118,17963,,11678,22523,,966,1,21,702,74,944,944,0,31,4507,121886,121886
7654,20166,,7654,20166,,13354,25866,,1415,1,25,679,67,1006,1006,0,27,5588,121901,121901
22479,28383,,22479,28383,,22479,28383,,,1,,6,75,8,8,0,4,,121983,121983
7080,17682,,7080,17682,,13176,23778,,1271,1,16,691,69,1004,1004,0,28,7784,122180,122180
8062,19618,,8062,19618,,11994,23550,,1596,1,28,1204,73,1639,1639,0,28,5751,122205,122205
7127,18287,,7127,18287,,11687,22847,,866,1,15,541,67,809,809,0,29,5735,122339,122339
20214,27510,,20214,27510,,20214,27510,,76,1,95,80,85,94,94,0,17,80,122366,122366
7127,18287,,7127,18287,,11687,22847,,1412,1,17,854,66,1285,1285,0,33,8529,122375,122375
7127,18287,,7127,18287,,11687,22847,,600,1,14,404,68,597,597,0,34,4207,122384,122384
11300,22728,25068,11300,22728,25068,22460,33888,36228,4432,1,52,3360,88,3829,3829,0,25,8576,122409,122409
47377,58537,58189,47377,58537,58189,47377,58537,58189,1238,1,77,967,90,1072,1073,1,15,1618,122436,122436
44246,58792,57932,44246,58792,57932,44246,58792,57932,72,1,43,53,65,81,81,0,11,168,122454,122454
42430,54430,,42430,54430,,42430,54430,,33,1,67,32,86,37,37,0,6,49,122506,122506
11072,23828,23828,11072,23828,23828,22232,34988,34988,3550,1,43,3084,82,3756,3756,0,22,8263,122597,122597
44944,58384,58384,44944,58384,58384,44944,58384,58384,1146,1,66,1169,86,1352,1352,0,15,1726,122612,122612
7046,17890,,7046,17890,,12374,23218,,1683,1,39,1043,77,1352,1352,0,37,4332,122658,122658
19931,28614,,19931,28614,,19931,28614,,,1,,125,60,207,207,0,18,,122685,122685
19817,28500,,19817,28500,,19817,28500,,,1,,47,76,62,62,0,20,,122694,122694
30025,41185,38447,30025,41185,38447,30025,41185,38447,160,1,44,111,82,135,135,0,13,365,122728,122728
12214,18874,,12214,18874,,17836,24496,,521,1,17,284,62,460,460,0,25,2985,122746,122746
11964,24682,23629,11964,24682,23629,23124,35842,34789,3644,1,48,2898,88,3300,3300,0,22,7641,122755,122755
7214,18293,,7214,18293,,11946,23025,,838,1,26,527,69,762,762,0,26,3238,122791,122791
16360,26376,,16360,26376,,16360,26376,,63,1,22,27,69,39,39,0,14,283,122834,122834
27653,33021,,27653,33021,,27653,33021,,132,1,55,26,40,65,65,0,15,241,122843,122843
16360,26376,,16360,26376,,16360,26376,,19,1,17,2,50,4,4,0,14,114,122852,122852
6169,16954,,6169,16954,,12049,22834,,2366,1,39,1321,60,2186,2186,0,47,6141,122889,122889
48141,59301,59589,48141,59301,59589,48141,59301,59589,1291,1,88,1212,95,1276,1276,0,12,1464,122931,122931
7058,18614,,7094,18650,,13514,25070,,3102,1,34,1965,70,2792,2792,0,30,9033,122977,122977
7265,18425,,7265,18425,,12584,23744,,1395,1,28,1009,74,1368,1368,0,22,4941,123013,123013
,,61370,,,61370,,,61370,272,1,95,219,93,235,235,0,10,286,123165,123165
5462,14462,,5462,14462,,10022,19022,,1371,1,44,801,66,1212,1212,0,30,3099,123217,123217
17700,32200,22700,17700,32200,22700,17700,32200,22700,10,1,71,3,60,5,6,1,5,14,123280,123280
6683,15983,11383,6683,15983,11383,11723,21023,16423,867,1,36,468,58,813,813,0,29,2391,123299,123299
7774,20338,13390,7774,20338,13390,12814,25378,18430,1764,1,34,1135,72,1571,1571,0,27,5235,123341,123341
16688,31125,,16688,31125,,16688,31125,,,1,,17,77,22,22,0,15,,123396,123396
32816,38720,35324,32816,38720,35324,32816,38720,35324,149,1,45,119,81,147,147,0,11,330,123457,123457
5356,15056,14056,5356,15056,14056,10876,20576,19576,244,1,25,117,54,215,215,0,17,992,123484,123484
7729,18487,,7729,18487,,7729,18487,,598,1,19,373,77,486,486,0,27,3196,123509,123509
10415,14310,,10415,14310,,13597,17492,,804,1,24,578,70,825,825,0,24,3360,123527,123527
45830,56990,58365,45830,56990,58365,45830,56990,58365,622,1,77,561,90,623,623,0,13,803,123554,123554
7722,18882,,7722,18882,,13692,24852,,785,1,31,439,70,625,625,0,24,2558,123563,123563
11854,24572,23295,11854,24572,23295,23014,35732,34455,1767,1,65,1453,84,1729,1729,0,24,2729,123572,123572
39830,46490,43076,39830,46490,43076,39830,46490,43076,390,1,55,331,76,435,435,0,15,712,123651,123651
,,,,,,,,,,1,,134,65,205,205,0,23,,123679,123679
7319,18479,,7319,18479,,11351,22511,,1743,1,33,938,78,1196,1196,0,27,5335,123800,123800
55730,70202,,55730,70202,,55730,70202,,32,1,100,30,94,32,32,0,15,32,123952,123952
51338,62180,62180,51338,62180,62180,51338,62180,62180,2920,1,63,2895,96,3016,3016,0,9,4670,123961,123961
7365,18525,11083,7365,18525,11083,13155,24315,16873,342,1,15,232,65,359,359,0,33,2252,124113,124113
28864,40024,35716,28864,40024,35716,28864,40024,35716,88,1,85,73,87,84,84,0,11,103,124292,124292
13536,25416,,13536,25416,,13536,25416,,9,1,18,1,14,7,7,0,9,50,124487,124487
,,,,,,,,,,1,,141,65,217,217,0,24,,124706,124706
,,,,,,,,,,1,,251,75,336,336,0,26,,124937,124937
7373,18533,,7373,18533,,13035,24195,,1283,1,36,806,68,1189,1189,0,33,3548,125028,125028
7099,18259,,7099,18259,,10429,21589,,992,1,30,630,66,951,951,0,26,3272,125091,125091
7273,18433,,7273,18433,,12385,23545,,309,1,11,109,62,176,176,0,26,2692,125170,125170
17160,30930,,17160,30930,,17160,30930,,3,1,0,0,,0,0,0,19,1754,125231,125231
7311,18156,14109,7311,18156,14109,14421,25266,21219,278,1,23,148,58,254,254,0,27,1214,125462,125462
7206,18366,,7206,18366,,12146,23306,,338,1,9,338,70,482,482,0,31,3614,125471,125471
7805,19073,,7805,19073,,12701,23969,,682,1,24,522,73,719,719,0,24,2886,125499,125499
,,,,,,,,,,1,,71,57,124,124,0,23,,125532,125532
42910,50960,53670,42910,50960,53670,42910,50960,53670,279,1,82,275,85,325,325,0,12,340,125727,125727
42346,49200,53700,42346,49200,53700,42346,49200,53700,440,1,88,335,83,404,404,0,13,502,125763,125763
39300,50519,48512,39300,50519,48512,39300,50519,48512,96,1,33,132,75,177,177,0,10,293,125897,125897
,,24850,,,24850,,,24850,46,1,64,21,44,48,48,0,19,72,126076,126076
7129,18289,,7129,18289,,12169,23329,,671,1,33,426,62,689,689,0,27,2051,126119,126119
11265,20391,19691,11265,20391,19691,21897,31023,30323,513,1,65,241,56,431,431,0,15,785,126182,126182
8008,17134,,8929,18055,,16597,25723,,378,1,33,148,54,273,273,0,16,1157,126207,126207
9483,18339,,9483,18339,,18381,27237,,407,1,19,258,55,472,472,0,24,2175,126289,126289
16428,25473,,16428,25473,,16428,25473,,116,1,100,94,64,147,148,1,33,116,126359,126359
17862,26934,,17862,26934,,17862,26934,,,1,,24,71,34,34,0,24,,126401,126401
14431,24799,24555,14431,24799,24555,28555,38923,38679,1081,1,38,722,75,960,962,2,16,2851,126562,126562
11494,20724,20424,11494,20724,20424,22907,32137,31837,1515,1,51,950,71,1331,1331,0,17,2987,126580,126580
22881,27981,,22881,27981,,22881,27981,,108,1,96,60,58,104,105,1,8,112,126605,126605
16485,25609,28887,16485,25609,28887,38253,47377,50655,5789,1,79,4598,85,5434,5437,3,18,7326,126614,126614
28041,36951,38130,28041,36951,38130,28041,36951,38130,360,1,16,217,69,314,316,2,14,2274,126669,126669
46488,,57400,46488,,57400,46488,,57400,522,1,91,490,96,510,510,0,10,572,126678,126678
,,,,,,,,,,1,,92,66,140,140,0,28,,126687,126687
27316,30820,34351,27316,30820,34351,27316,30820,34351,225,1,36,57,48,118,118,0,20,623,126702,126702
3894,13738,13038,4830,14674,13974,9726,19570,18870,402,1,36,0,,0,0,0,14,1124,126711,126711
9791,18917,16255,9791,18917,16255,12159,21285,18623,129,1,38,71,41,175,175,0,10,336,126748,126748
20485,29577,30603,20485,29577,30603,36415,45507,46533,954,1,87,872,92,949,949,0,16,1098,126775,126775
12427,21409,23203,12427,21409,23203,28280,37262,39056,4322,1,69,3781,86,4401,4401,0,16,6275,126818,126818
15576,24558,,15576,24558,,15576,24558,,57,1,28,26,41,64,64,0,11,207,126827,126827
8030,17156,,8030,17156,,16425,25551,,358,1,19,174,53,327,327,0,21,1861,126863,126863
23563,30379,,23563,30379,,23563,30379,,,1,,16,42,38,38,0,12,,126872,126872
13093,24728,,13093,24728,,13093,24728,,,1,,9,64,14,14,0,6,,126924,126924
9754,18880,,9754,18880,,18653,27779,,407,1,16,307,53,580,584,4,22,2505,126942,126942
24180,28940,,24180,28940,,24180,28940,,28,1,85,3,75,4,4,0,22,33,127024,127024
43821,54901,56077,43821,54901,56077,43821,54901,56077,1399,1,86,1044,87,1203,1203,0,11,1630,127060,127060
12583,21467,22393,12583,21467,22393,23423,32307,33233,862,1,64,547,65,841,841,0,21,1339,127185,127185
14042,18848,,14042,18848,,22952,27758,,1088,1,24,737,57,1289,1290,1,20,4580,127200,127200
9741,18877,15777,9741,18877,15777,18640,27776,24676,142,1,61,84,58,145,145,0,19,234,127389,127389
11001,19729,19729,11001,19729,19729,21024,29752,29752,2081,1,74,794,65,1215,1215,0,23,2801,127556,127556
14194,19000,,14194,19000,,26287,31093,,1726,1,34,1064,66,1617,1718,101,20,5100,127565,127565
9803,18848,,9803,18848,,18702,27747,,53,1,19,39,58,67,77,10,13,275,127617,127617
34690,43820,43620,34690,43820,43620,34690,43820,43620,37,1,28,14,58,24,24,0,11,131,127653,127653
15678,21186,,15678,21186,,15678,21186,,4,1,5,0,0,3,3,0,12,76,127680,127680
15678,21186,,15678,21186,,15678,21186,,1,1,1,0,,0,0,0,7,79,127699,127699
15500,26700,,15500,26700,,15500,26700,,14,1,5,0,0,1,1,0,12,275,127714,127714
9890,19089,16224,9890,19089,16224,16434,25633,22768,267,1,62,193,59,328,348,20,24,433,127732,127732
11668,21602,20264,11668,21602,20264,23207,33141,31803,1967,1,67,1450,66,2187,2189,2,18,2924,127741,127741
14516,19232,16116,14516,19232,16116,17635,22351,19235,211,1,56,139,53,262,262,0,19,375,127778,127778
20575,29647,,20575,29647,,20575,29647,,,1,,47,70,67,67,0,24,,127787,127787
9798,18780,,9798,18780,,18697,27679,,1206,1,30,708,53,1333,1333,0,23,4074,127820,127820
9908,17764,,9908,17764,,18754,26610,,394,1,25,181,60,302,351,49,21,1568,127884,127884
9791,18917,,9791,18917,,18690,27816,,505,1,20,305,57,532,555,23,20,2561,127909,127909
36802,46326,46326,36802,46326,46326,36802,46326,46326,389,1,39,388,82,474,474,0,14,986,127918,127918
28395,36507,,28395,36507,,28395,36507,,47,1,16,63,66,95,95,0,7,286,127945,127945
,,,,,,,,,,1,,2,100,2,2,0,20,,127954,127954
11938,21064,20938,11938,21064,20938,22260,31386,31260,765,1,60,543,63,867,868,1,15,1268,128106,128106
7752,16230,,7752,16230,,10032,18510,,,1,,90,74,121,121,0,20,,128151,128151
10734,19860,16770,10734,19860,16770,13852,22978,19888,266,1,56,139,58,240,240,0,13,473,128258,128258
,,,,,,,,,1154,1,100,868,89,970,981,11,8,1154,128328,128328
11109,20235,20045,11109,20235,20045,21050,30176,29986,466,1,75,307,68,449,449,0,16,624,128391,128391
,,20800,,,20800,,,20800,7,1,100,5,83,6,6,0,3,7,128425,128425
35518,47086,47302,35518,47086,47302,35518,47086,47302,137,1,48,112,93,121,121,0,14,287,128498,128498
7884,19442,,7884,19442,,15416,26974,,228,1,39,164,76,217,217,0,18,587,128577,128577
,,14100,,,14100,,,14100,,1,,14,82,17,17,0,8,,128586,128586
26420,34720,35020,26420,34720,35020,26420,34720,35020,166,1,64,8,35,23,23,0,9,259,128683,128683
20861,27761,,20861,27761,,20861,27761,,,1,,97,93,104,104,0,8,,128726,128726
38661,49335,50043,38661,49335,50043,38661,49335,50043,538,1,68,374,64,588,591,3,16,796,128744,128744
14261,23197,23197,14261,23197,23197,25766,34702,34702,1278,1,51,1027,77,1337,1340,3,16,2492,128771,128771
48085,57129,60780,48085,57129,60780,48085,57129,60780,489,1,95,444,88,503,503,0,9,515,128902,128902
22632,35637,,22632,35637,,22632,35637,,,1,,29,74,39,40,1,10,,129002,129002
15472,27244,27244,15472,27244,27244,34420,46192,46192,3741,1,79,2889,94,3076,3083,7,16,4712,129020,129020
26476,37838,,26476,37838,,26476,37838,,116,1,11,40,54,74,74,0,10,1022,129154,129154
15476,24644,24394,15476,24644,24394,26981,36149,35899,963,1,57,763,78,977,979,2,16,1690,129215,129215
46470,58310,58730,46470,58310,58730,46470,58310,58730,963,1,92,861,87,990,990,0,11,1043,129242,129242
11136,20136,,11136,20136,,18668,27668,,312,1,22,155,52,300,300,0,13,1443,129367,129367
35922,48170,48170,35922,48170,48170,35922,48170,48170,1267,1,77,927,73,1278,1278,0,12,1652,129525,129525
11245,19945,,11245,19945,,11245,19945,,,1,,6,86,7,7,0,4,,129534,129534
6986,16586,,6986,16586,,14518,24118,,574,1,36,439,62,713,713,0,18,1614,129543,129543
33616,42514,,33616,42514,,33616,42514,,17,1,77,10,83,12,12,0,4,22,129686,129686
8062,15070,,8062,15070,,15594,22602,,958,1,38,558,61,920,920,0,19,2542,129695,129695
9736,18374,,9736,18374,,9736,18374,,949,1,41,544,60,904,904,0,21,2320,129729,129729
7023,16005,,7023,16005,,14555,23537,,346,1,31,222,62,356,356,0,16,1128,129756,129756
33108,50738,46750,33108,50738,46750,33108,50738,46750,176,1,55,94,65,145,145,0,16,318,129774,129774
6412,14412,,6412,14412,,14756,22756,,550,1,39,340,61,554,554,0,18,1425,129808,129808
41050,49200,50210,41050,49200,50210,41050,49200,50210,1159,1,80,854,76,1118,1118,0,16,1440,129941,129941
9043,19341,,9043,19341,,16575,26873,,646,1,34,464,67,693,693,0,18,1920,130004,130004
8102,16280,,8102,16280,,15634,23812,,192,1,39,88,55,159,159,0,15,495,130040,130040
17460,20960,,17460,20960,,17460,20960,,18,1,38,14,93,15,15,0,5,48,130110,130110
22632,35637,,22632,35637,,22632,35637,,,1,,324,67,481,482,1,11,,130174,130174
26675,34679,37105,26675,34679,37105,26675,34679,37105,460,1,17,206,39,522,522,0,23,2656,130183,130183
7176,15600,,7176,15600,,14708,23132,,279,1,40,121,48,250,250,0,18,701,130217,130217
43530,55050,55780,43530,55050,55780,43530,55050,55780,1795,1,88,1517,85,1780,1780,0,12,2045,130226,130226
40550,45510,53569,40550,45510,53569,40550,45510,53569,1267,1,91,701,81,865,865,0,14,1390,130253,130253
36137,49923,49923,36137,49923,49923,36137,49923,49923,153,1,61,121,77,157,157,0,10,250,130314,130314
8212,15900,,8212,15900,,15744,23432,,835,1,30,516,59,874,874,0,17,2763,130396,130396
23850,33750,,23850,33750,,23850,33750,,14,1,10,0,,0,0,0,15,142,130448,130448
11575,22990,22945,11575,22990,22945,23041,34456,34411,1361,1,59,1023,75,1360,1360,0,14,2302,130493,130493
50010,62310,62310,50010,62310,62310,50010,62310,62310,604,1,87,537,91,591,591,0,9,696,130590,130590
9886,17389,,9886,17389,,17418,24921,,526,1,34,360,62,584,584,0,18,1541,130606,130606
,,,,,,,,,217,1,100,212,94,225,225,0,7,217,130624,130624
,,62849,,,62849,,,62849,741,1,92,715,95,752,752,0,9,807,130697,130697
13117,23726,23426,13117,23726,23426,24622,35231,34931,784,1,51,603,74,812,812,0,15,1530,130776,130776
,,61620,,,61620,,,61620,1358,1,98,1337,99,1355,1355,0,6,1389,130794,130794
7700,10900,,7700,10900,,12230,15430,,733,1,60,434,59,733,733,0,13,1225,130891,130891
7700,10900,,7700,10900,,12230,15430,,523,1,58,274,54,504,504,0,13,902,130907,130907
7700,10900,,7700,10900,,12230,15430,,953,1,51,524,60,876,876,0,14,1867,130916,130916
14200,25808,21581,14200,25808,21581,22556,34164,29937,907,1,77,664,65,1018,1018,0,16,1183,130934,130934
14412,25612,25612,14412,25612,25612,32232,43432,43432,4210,1,89,3498,92,3806,3806,0,15,4708,130943,130943
28721,35536,34074,28721,35536,34074,28721,35536,34074,93,1,57,49,55,89,90,1,23,163,130989,130989
27990,38430,38230,27990,38430,38230,27990,38430,38230,463,1,76,232,52,442,442,0,16,613,131098,131098
13550,19550,,13550,19550,,13550,19550,,368,1,16,195,64,305,305,0,14,2372,131113,131113
43328,56808,56808,43328,56808,56808,43328,56808,56808,1623,1,80,1406,88,1594,1594,0,12,2021,131159,131159
42516,56842,56842,42516,56842,56842,42516,56842,56842,836,1,87,727,83,880,880,0,8,958,131283,131283
