name_x,czname_x,public,iclevel,tier,tier_name,avgfacsal_2013,exp_instr_pc_2013,k_median_x,k_mean,k_rank
Hutchinson Community College,Hutchinson,1,2.0,9,Two-year (public and private not-for-profit),5227.0,2711.6187,33700,35533.7578125,0.54100865
Muskingum University,Zanesville,0,1.0,6,Selective private,7269.0,6568.3101,41800,47272.172111638516,0.6424678
Wilmington College,Washington Court House,0,1.0,6,Selective private,5915.0,5268.356,40400,43090.0515156073,0.61234188
Harper College,Chicago,1,2.0,9,Two-year (public and private not-for-profit),8731.0,3412.4841,34600,38550.058297455485,0.55716866
Providence College,Providence,0,1.0,4,Highly selective private,9471.0,10387.304,66300,79750.648219147,0.75701284
Central College,Ottumwa,0,1.0,6,Selective private,6790.0,10306.734,44200,51157.23161614243,0.65002942
Central Georgia Technical College,Macon,1,2.0,9,Two-year (public and private not-for-profit),4257.0,,17900,21859.23567708333,0.41773623
Bennington College,Pittsfield,0,1.0,4,Highly selective private,8814.0,13026.038999999999,19700,28348.727126504014,0.45246801
Illinois Valley Community College,Peoria,1,2.0,9,Two-year (public and private not-for-profit),7342.0,2787.9646,30000,35459.59310659967,0.52632862
University Of Portland,Portland,0,1.0,6,Selective private,7678.0,9847.0234,56100,61672.44173399628,0.69243991
Utah Valley University,Provo,1,1.0,7,Nonselective four-year public,7099.0,3223.0142,29300,37647.907279347346,0.50588489
Indiana University System,Bloomington,1,1.0,5,Selective public,7904.2031,10134.584,40100,50849.823589523294,0.61015254
"Delaware Technical Community College of Wilmington, DE",Wilmington,1,2.0,9,Two-year (public and private not-for-profit),6679.0,4693.3887,33400,35883.19120719773,0.54496753
Spring Arbor University,Jackson,0,1.0,6,Selective private,4953.0,5113.2725,35500,37540.04921385188,0.54447186
Onondaga Community College,Syracuse,1,2.0,9,Two-year (public and private not-for-profit),6563.0,3688.6609,30200,33661.75638586208,0.52195871
Washburn University - Topeka,Topeka,1,1.0,5,Selective public,7618.0,5621.666,39400,43930.08463541666,0.60541105
Washtenaw Community College,Detroit,1,2.0,9,Two-year (public and private not-for-profit),7205.0,3631.2224,26900,31658.229823442616,0.49360502
Capital University,Columbus,0,1.0,6,Selective private,8743.0,8580.1348,44000,48001.15938376578,0.64103639
Caldwell Community College & Technical Institute,Hickory,1,2.0,9,Two-year (public and private not-for-profit),4698.0,3992.4519,23900,26553.328653810517,0.46177754
Kirkwood Community College,Cedar Rapids,1,2.0,9,Two-year (public and private not-for-profit),5152.0,3916.7468,33900,35665.98417012167,0.55410969
Olympic College,Seattle,1,1.0,7,Nonselective four-year public,6417.0,3148.3264,30800,34692.84099022174,0.52232724
Black Hawk College,Davenport,1,2.0,9,Two-year (public and private not-for-profit),6730.0,3161.2954,30500,34146.854553289646,0.53452384
Kellogg Community College,Kalamazoo,1,2.0,9,Two-year (public and private not-for-profit),9057.0,3476.0852,29100,32076.47098160957,0.51126146
Mitchell College,Bridgeport,0,1.0,6,Selective private,7468.0,5194.5142,28500,35998.10546875,0.52184165
Heidelberg University,Findlay,0,1.0,6,Selective private,6428.0,6822.897,43000,45461.43170141238,0.63707584
Maranatha Baptist University,Milwaukee,0,1.0,8,Nonselective four-year private not-for-profit,3814.0,4160.6743,24200,32941.0390625,0.50132924
DePauw University,Terre Haute,0,1.0,6,Selective private,8900.0,15598.316,52900,70093.1227607484,0.6995616
School Of Communication Arts Of North Carolina,Raleigh,0,1.0,10,Four-year for-profit,2917.0,7697.1953,29900,31739.0390625,0.51538986
Danville Area Community College,Lafayette,1,2.0,9,Two-year (public and private not-for-profit),5599.0,1884.7466,28400,31018.8500078613,0.51150763
Colby College,Portland,0,1.0,2,Other elite schools (public and private),11329.0,19036.5,59200,81791.60644067796,0.72059071
Beloit College,Kenosha,0,1.0,4,Highly selective private,7161.0,11351.498,40600,45793.13652647345,0.60360307
Fontbonne University,St. Louis,0,1.0,6,Selective private,6008.0,6155.5786,37300,46043.60286458334,0.59980655
"Butler County Community College of Butler, PA",Pittsburgh,1,2.0,9,Two-year (public and private not-for-profit),6619.0,3479.6516,32400,34194.70768229166,0.53036118
Quinnipiac University,Bridgeport,0,1.0,4,Highly selective private,8649.0,11963.098,60000,67503.00811833168,0.72772938
Rich Mountain Community College,Idabel,1,2.0,9,Two-year (public and private not-for-profit),5085.0,1973.4396,20800,24587.591714761642,0.43759599
Westfield State University,Springfield,1,1.0,5,Selective public,8356.0,5649.3315,48200,49506.366076608654,0.66440374
Baker College,Detroit,0,1.0,8,Nonselective four-year private not-for-profit,5144.4092,17086.186,22500,26208.61748803466,0.45340496
Jackson College,Jackson,1,2.0,9,Two-year (public and private not-for-profit),7170.0,3630.4836,27800,31546.14697658766,0.50630993
University Of Notre Dame,South Bend,0,1.0,2,Other elite schools (public and private),12629.0,25681.507999999998,78800,111395.2141290693,0.78348374
Montgomery Community College,Fayetteville,1,2.0,9,Two-year (public and private not-for-profit),4596.0,5222.2129,21000,22878.310453572853,0.43175367
Salem Community College,Philadelphia,1,2.0,9,Two-year (public and private not-for-profit),5955.0,2698.4497,28700,32632.19230593069,0.50963145
"John, Castleton And Lyndon State Colleges And Community College Of Vermont",Burlington,1,2.0,9,Two-year (public and private not-for-profit),6342.8369,3717.0068,29900,31879.14747488839,0.5173412000000001
Becker College,Boston,0,1.0,6,Selective private,7308.0,4280.4756,33100,35915.487850854246,0.54729539
Millersville University Of Pennsylvania,Reading,1,1.0,5,Selective public,9485.0,6545.6753,45400,46838.16817439175,0.63800585
Our Lady Of The Lake College,Baton Rouge,0,1.0,8,Nonselective four-year private not-for-profit,6138.0,4991.7974,37200,38825.65556530899,0.56929171
Tennessee College Of Applied Technology-Memphis,Memphis,1,2.0,9,Two-year (public and private not-for-profit),,4281.9683,28100,29468.38216145833,0.48023140000000003
White Mountains Community College,Berlin,1,2.0,9,Two-year (public and private not-for-profit),5715.0,4219.4253,28300,32892.17631124372,0.51295233
Eastern Connecticut State University,Bridgeport,1,1.0,5,Selective public,8091.0,6802.3091,45000,48756.503945037766,0.64641625
Newberry College,Columbia,0,1.0,6,Selective private,5099.0,5416.6431,37100,38465.3996488764,0.57783586
Piedmont Community College,Raleigh,1,2.0,9,Two-year (public and private not-for-profit),5045.0,5705.8096,21000,24352.85028245192,0.43203571
Central Piedmont Community College,Charlotte,1,2.0,9,Two-year (public and private not-for-profit),5766.0,3266.5542,26700,29113.51244954312,0.48428822
Assumption College,Boston,0,1.0,6,Selective private,7852.0,7322.2515,57500,64315.60829600088,0.73252755
Whitman College,Kennewick,0,1.0,2,Other elite schools (public and private),8715.0,15977.548999999999,48500,60050.61807110037,0.65325469
Kutztown University Of Pennsylvania,Reading,1,1.0,5,Selective public,8599.0,6651.5386,43100,44412.112701517304,0.62204301
Clark State Community College,Dayton,1,2.0,9,Two-year (public and private not-for-profit),5611.0,2240.7651,27200,30334.164381906077,0.49633929
Utah College Of Massage Therapy,Phoenix,0,3.0,12,Less than two-year schools of any type,,13416.214,16600,23037.17760851024,0.40409938
University Of Wisconsin System,Madison,1,1.0,3,Highly selective public,7560.1191,6751.7461,44000,51945.13030236742,0.6466589
Cedarville University,Dayton,0,1.0,6,Selective private,6831.0,9531.8799,37600,44635.93378969167,0.57739031
Volunteer State Community College,Nashville,1,2.0,9,Two-year (public and private not-for-profit),5518.0,2662.4932,29800,32347.2020418215,0.51552761
Milwaukee Area Technical College,Milwaukee,1,2.0,9,Two-year (public and private not-for-profit),9618.0,7790.9253,27400,30182.941557815768,0.49593765
"Concordia University of Portland, OR",Portland,0,1.0,6,Selective private,7401.0,3948.1663,41700,41392.6924705277,0.59751767
Jefferson College,St. Louis,1,2.0,9,Two-year (public and private not-for-profit),6013.0,2839.6492,32500,35365.33407888105,0.53928053
Stark State College,Canton,1,2.0,9,Two-year (public and private not-for-profit),6467.0,2258.1985,29800,32242.233312998964,0.52250624
Colgate University,Syracuse,0,1.0,2,Other elite schools (public and private),10985.0,18798.379,71500,103263.29286156631,0.76094705
Cornell College,Cedar Rapids,0,1.0,6,Selective private,6592.0,8901.2412,45500,48572.99739583334,0.64511275
New England College,Manchester,0,1.0,6,Selective private,6008.0,4066.4792,36600,39414.05180244515,0.58224148
University Of Delaware,Wilmington,1,1.0,5,Selective public,11834.0,15208.215,57700,67544.98779664855,0.71635324
Dean College,Boston,0,1.0,8,Nonselective four-year private not-for-profit,6102.0,5274.7012,29800,34798.51496767819,0.53289169
Webster University,St. Louis,0,1.0,6,Selective private,8068.0,4202.1821,36900,41503.717100828195,0.58693975
Southern Virginia University,Staunton,0,1.0,8,Nonselective four-year private not-for-profit,5949.0,4639.4917,15700,31135.359375,0.45918834
Collin County Community College,Dallas,1,2.0,9,Two-year (public and private not-for-profit),6423.0,2239.5427,34100,39549.45019601375,0.54819107
Wayne Community College,Goldsboro,1,2.0,9,Two-year (public and private not-for-profit),4787.0,3942.0276,27200,29310.41965906565,0.48935291
Grand Canyon University,Phoenix,0,1.0,10,Four-year for-profit,5473.0,2548.4175,36900,40385.71229619566,0.58276242
Francis Tuttle Technology Center School District No. 21,Oklahoma City,1,3.0,12,Less than two-year schools of any type,,11035.655,21500,25256.18600153688,0.43138105
"Empire Beauty School of Somersworth, NH",Manchester,0,3.0,12,Less than two-year schools of any type,,11230.398000000001,18800,22676.1640625,0.39250818
Weber State University,Salt Lake City,1,1.0,5,Selective public,6927.0,2858.5022,35500,39990.77122925787,0.54804158
West Georgia Technical College,LaGrange,1,2.0,9,Two-year (public and private not-for-profit),4143.0,2424.5115,24900,27794.96598894378,0.46810061
Gogebic Community College,Ironwood,1,2.0,9,Two-year (public and private not-for-profit),6662.0,4236.0571,24700,33097.88671875,0.51795554
St. Clair County Community College,Detroit,1,2.0,9,Two-year (public and private not-for-profit),8098.0,3039.6699,29200,33798.99698731501,0.52097476
California College Of The Arts,San Francisco,0,1.0,8,Nonselective four-year private not-for-profit,8347.0,13877.121000000001,29700,37838.00830736186,0.51260179
Specs Howard School Of Media Arts,Detroit,0,3.0,12,Less than two-year schools of any type,,2630.2053,23200,28697.43294270833,0.48529688
Truett Mcconnell College,Gainesville,0,1.0,8,Nonselective four-year private not-for-profit,3858.0,2371.864,32200,37536.383076284124,0.53078938
Waubonsee Community College,Chicago,1,2.0,9,Two-year (public and private not-for-profit),7929.0,2589.72,32100,35654.64083602049,0.53933692
"Butler County Community College of El Dorado, KS",Wichita,1,2.0,9,Two-year (public and private not-for-profit),5799.0,2111.1111,28800,31827.55132236168,0.51015115
Frederick Community College,Washington DC,1,2.0,9,Two-year (public and private not-for-profit),6686.0,3921.2087,36500,39101.99479166666,0.5612520000000001
Fort Lewis College,Farmington,1,1.0,5,Selective public,7028.0,5315.4927,32700,39080.15135902031,0.5524922
Northeast Wisconsin Technical College,Green Bay,1,2.0,9,Two-year (public and private not-for-profit),8708.0,6311.2451,33900,37163.46484375,0.55871081
Greenfield Community College,Springfield,1,2.0,9,Two-year (public and private not-for-profit),6618.0,3944.4431,26800,30408.851716458532,0.49292886
Terra State Community College,Findlay,1,2.0,9,Two-year (public and private not-for-profit),5790.0,2312.0417,30600,34175.587999203766,0.52350366
Salem College,Winston-Salem,0,1.0,6,Selective private,5969.0,6137.4019,32500,35617.32624590015,0.53376955
University Of Central Missouri,Kansas City,1,1.0,5,Selective public,6867.0,6058.2588,38900,42963.379507586586,0.60600895
Xavier University,Cincinnati,0,1.0,6,Selective private,8089.0,8896.9854,52200,62722.44401505454,0.69246626
Spoon River College,Galesburg,1,2.0,9,Two-year (public and private not-for-profit),5781.0,2012.1381,26900,30736.27639664085,0.4973433
North Central Michigan College,Petoskey,1,2.0,9,Two-year (public and private not-for-profit),11576.0,2379.9045,24700,28978.893329058883,0.47586277
"University Of Saint Francis of Fort Wayne, IN",Fort Wayne,0,1.0,6,Selective private,5666.0,6385.6479,38600,43479.786697376716,0.60323143
Guilford College,Greensboro,0,1.0,6,Selective private,6361.0,5999.7476,36800,41126.859375,0.57931173
Cornish College Of The Arts,Seattle,0,1.0,8,Nonselective four-year private not-for-profit,6171.0,14870.643,25000,31530.498046875,0.49605197
Roberts Wesleyan College,Buffalo,0,1.0,6,Selective private,6293.0,8156.1733,34600,36986.63067322239,0.55001402
Sterling College,Hutchinson,0,1.0,6,Selective private,3587.0,4018.1316,35000,38751.12039709395,0.54787385
Chipola College,Tallahassee,1,1.0,7,Nonselective four-year public,5048.0,3158.3164,32000,32883.923828125,0.52272105
Johnson County Community College,Kansas City,1,2.0,9,Two-year (public and private not-for-profit),7319.0,3383.0002,32500,36175.50517306282,0.54009408
North Central University,Minneapolis,0,1.0,6,Selective private,7177.0,5036.1582,28700,33815.02799479166,0.52555448
Wilmington University,Wilmington,0,1.0,6,Selective private,6734.0,2735.0532,39600,41000.75708299403,0.59612221
Mercyhurst University,Erie,0,1.0,6,Selective private,4971.0864,8473.8115,40900,47051.68609367769,0.61573333
Nash Community College,Wilson,1,2.0,9,Two-year (public and private not-for-profit),4896.0,4009.4543,25900,28502.20899653859,0.48540246
McHenry County College,Chicago,1,2.0,9,Two-year (public and private not-for-profit),9998.0,3048.8892,33300,36659.71630387352,0.54929292
James A. Rhodes State College,Lima,1,2.0,9,Two-year (public and private not-for-profit),3694.0,3244.4822,30900,32727.52079707279,0.5289703
Oakland Community College,Detroit,1,2.0,9,Two-year (public and private not-for-profit),8687.0,2671.5959,27600,32098.649346783663,0.5013966
Dallas Baptist University,Dallas,0,1.0,6,Selective private,7607.0,5453.5059,39500,42985.53189729574,0.57328808
Marywood University,Scranton,0,1.0,6,Selective private,7887.0,7551.0488,40500,42903.32463606366,0.61649495
Hawkeye Community College,Waterloo,1,2.0,9,Two-year (public and private not-for-profit),5825.0,4070.8093,34800,36638.95862879288,0.56511563
Midland University,Omaha,0,1.0,6,Selective private,5733.0,3916.3215,51500,52693.1953125,0.673033
Schreiner University,Kerrville,0,1.0,6,Selective private,5712.0,5960.875,39600,44732.40517176151,0.57851815
Eastern Iowa Community College District,Davenport,1,2.0,9,Two-year (public and private not-for-profit),5826.0,2716.9343,31400,34088.79009300897,0.53774226
Saint Michael's College,Burlington,0,1.0,6,Selective private,8319.0,9827.9541,49500,62481.516438341016,0.68257058
"Three Rivers Community College of Norwich, CT",Bridgeport,1,2.0,9,Two-year (public and private not-for-profit),6940.0,3412.053,32500,34882.66862680098,0.53267527
Concordia University - Wisconsin,Milwaukee,0,1.0,6,Selective private,8016.0,4850.6934,38600,40217.22760202961,0.58546746
Quinebaug Valley Community College,Bridgeport,1,2.0,9,Two-year (public and private not-for-profit),6749.0,3432.2070000000003,25000,30302.49780273438,0.49117243
Gettysburg College,Harrisburg,0,1.0,4,Highly selective private,9257.0,14710.354,58800,72430.9351925872,0.71904391
Charles Stewart Mott Community College,Detroit,1,2.0,9,Two-year (public and private not-for-profit),7978.0,3404.5107,24500,28631.15391093375,0.47245508
Goldey-Beacom College,Wilmington,0,1.0,6,Selective private,7798.0,2794.7085,44800,47425.03645833334,0.64500237
Siena Heights University,Jackson,0,1.0,6,Selective private,5676.0,3619.9653,37100,41432.83001340156,0.58383137
Community College Of Beaver County,Pittsburgh,1,2.0,9,Two-year (public and private not-for-profit),6234.0,3427.4043,28800,36907.85416666666,0.53110129
Rowan-Cabarrus Community College,Charlotte,1,2.0,9,Two-year (public and private not-for-profit),5375.0,3232.7709999999997,23400,25928.07098523402,0.45095518
Lincoln Land Community College,Springfield,1,2.0,9,Two-year (public and private not-for-profit),8609.0,3242.5793,30000,33226.0994748247,0.52491784
Clearwater Christian College,Tampa,0,1.0,6,Selective private,4964.0,4761.2832,41500,41444.09114583334,0.57407296
Sweet Briar College,Lynchburg,0,1.0,6,Selective private,6894.0,17414.033,39000,45953.06084034974,0.60172814
Valparaiso University,Gary,0,1.0,6,Selective private,7280.0,9959.5391,51200,59310.826634777804,0.68778884
Saint Charles Community College,St. Louis,1,2.0,9,Two-year (public and private not-for-profit),6550.0,3656.9417,34200,36496.86328125,0.54989529
Sandhills Community College,Fayetteville,1,2.0,9,Two-year (public and private not-for-profit),5454.0,3554.2461,24500,27213.85484970055,0.46807125
Gonzaga University,Spokane,0,1.0,4,Highly selective private,8626.0,8375.6582,54900,63900.044978983926,0.69809091
Viterbo University,La Crosse,0,1.0,6,Selective private,6099.0,5643.103,38600,42106.32357363459,0.60003656
Mount Vernon Nazarene University,Columbus,0,1.0,6,Selective private,6099.0,5202.3032,34800,38855.709412094235,0.55028552
Bethany Lutheran College,Mankato,0,1.0,8,Nonselective four-year private not-for-profit,4764.0,9371.3711,35500,37626.14513221154,0.55298775
Art Institute Of Phoenix ,Louisville,0,1.0,10,Four-year for-profit,4418.7686,2500.1553,32300,33764.326339198786,0.52197212
Las Positas College,San Francisco,1,2.0,9,Two-year (public and private not-for-profit),7824.0,2620.0017,37300,43559.75651041666,0.56758934
Catholic University Of America ,Washington DC,0,1.0,6,Selective private,9565.0,12610.173,57700,64459.28693592228,0.69165415
Immaculata University,Philadelphia,0,1.0,6,Selective private,5130.0,3989.9446,43100,44033.56830824608,0.60715461
Brewton Parker College,Vidalia,0,1.0,6,Selective private,4805.0,2878.8984,30400,34127.15755208334,0.50808114
"Le Cordon Bleu College Of Culinary Arts of Tucker, GA",Atlanta,0,2.0,11,Two-year for-profit,4188.9155,3601.3271,26800,29257.579836284487,0.48731461
Wittenberg University,Dayton,0,1.0,6,Selective private,7093.0,9596.2363,46100,53342.80624369296,0.66152334
Augusta Technical College,Aiken,1,2.0,9,Two-year (public and private not-for-profit),4872.0,3459.9495,22800,25352.948932461317,0.44805822
Grand Valley State University,Grand Rapids,1,1.0,5,Selective public,7816.0,6168.8330000000005,41300,45728.28551957738,0.61749804
Spartanburg Community College,Spartanburg,1,2.0,9,Two-year (public and private not-for-profit),5209.0,2884.1672,25700,27502.95361263623,0.47582868
Southern Wesleyan University,Greenville,0,1.0,6,Selective private,5258.0,5305.7886,33700,33306.53450520834,0.54077721
York Technical College,Charlotte,1,2.0,9,Two-year (public and private not-for-profit),5379.0,3430.4043,27200,28549.95605681694,0.4881137
Asbury College,Lexington-Fayette,0,1.0,6,Selective private,5924.0,6417.7524,33800,39273.40234375,0.55679291
Globe University,Minneapolis,0,1.0,10,Four-year for-profit,3538.5662,11115.125,28700,31164.716380020982,0.51084119
Lakeland Community College,Cleveland,1,2.0,9,Two-year (public and private not-for-profit),9842.0,3260.5261,30300,33590.20508131415,0.52752554
Bridgerland Applied Technology College,Logan,1,2.0,9,Two-year (public and private not-for-profit),,4845.1616,20200,28008.61653645833,0.44231838
Western State Colorado University,Gunnison,1,1.0,5,Selective public,6173.0,5988.0254,35800,41941.65492594462,0.57171303
Merrimack College,Boston,0,1.0,6,Selective private,7449.0,8390.252,56700,59772.7093006978,0.70614052
Wright State University,Dayton,1,1.0,5,Selective public,8403.7939,7429.728,39400,43210.641603891716,0.60530883
Joliet Junior College,Chicago,1,2.0,9,Two-year (public and private not-for-profit),9206.0,2994.2046,34000,38189.64206990381,0.55772048
Ohio University,Athens,1,1.0,5,Selective public,7934.2769,7195.5537,42000,49335.95901881821,0.62383282
Saint Ambrose University,Davenport,0,1.0,6,Selective private,6754.0,7229.3291,48500,55008.62760416666,0.68077397
Columbus Technical College,Columbus,1,2.0,9,Two-year (public and private not-for-profit),4412.0,2336.908,23000,25630.06435546875,0.45272124
Miami University,Cincinnati,1,1.0,5,Selective public,8001.3325,7612.6812,50400,65845.76082916731,0.67825121
Ball State University,Muncie,1,1.0,5,Selective public,7305.0,8165.1128,40100,44329.07446247363,0.60989851
Monroe County Community College,Toledo,1,2.0,9,Two-year (public and private not-for-profit),8794.0,3413.176,32800,36139.33072916666,0.5381604999999999
Saint Olaf College,Owatonna,0,1.0,4,Highly selective private,8527.0,14215.464,48600,60742.66053262394,0.6745522
University Of Mary Washington,Fredericksburg,1,1.0,5,Selective public,7702.0,6025.6328,50000,56370.474289593825,0.6738683000000001
Saint Mary's University Of Minnesota,Eau Claire,0,1.0,6,Selective private,6585.0,4313.791,45100,50170.63021250668,0.65316403
Southwestern University,Austin,0,1.0,4,Highly selective private,7926.0,12705.229,50000,62219.777004622185,0.67764938
"Concordia University of River Forest, IL",Chicago,0,1.0,6,Selective private,4134.0,5778.7002,35100,37691.89544209703,0.56346309
Wartburg College,Waterloo,0,1.0,6,Selective private,6274.0,8421.7871,48400,53443.78125,0.67177379
"Saint Joseph's College of Standish, ME",Portland,0,1.0,6,Selective private,5824.0,4511.6431,38000,42024.031550480766,0.60237581
Des Moines Area Community College,Des Moines,1,2.0,9,Two-year (public and private not-for-profit),7057.0,3130.7534,32500,34143.86993363295,0.53834891
Madison Area Technical College,Madison,1,1.0,7,Nonselective four-year public,10292.0,7518.4204,30400,32174.589169553637,0.52062911
Wichita Area Technical College,Wichita,1,2.0,9,Two-year (public and private not-for-profit),4356.0,4123.4507,25100,29718.72395833333,0.47893408
Ottawa University,Phoenix,0,1.0,8,Nonselective four-year private not-for-profit,5147.4697,13176.451000000001,34600,41586.94921875,0.59861755
"Western Technical College of La Crosse, WI",La Crosse,1,2.0,9,Two-year (public and private not-for-profit),6817.0,7390.3291,29600,31891.4618562639,0.52141547
Midamerica Nazarene University,Kansas City,0,1.0,6,Selective private,6156.0,4870.5503,33800,37846.50905172413,0.55043
Blackhawk Technical College,Kenosha,1,2.0,9,Two-year (public and private not-for-profit),7604.0,6494.9224,28700,31793.905509314904,0.51734918
Bates College,Portland,0,1.0,2,Other elite schools (public and private),10374.0,18547.433999999997,55900,78932.22506830601,0.70537943
Rock Valley College,Rockford,1,2.0,9,Two-year (public and private not-for-profit),7188.0,3290.9951,31100,34260.602555220954,0.53177416
Asheville Buncombe Technical Community College,Asheville,1,2.0,9,Two-year (public and private not-for-profit),4738.0,3272.0486,25000,27286.256828062003,0.47108439
Heartland Community College,Bloomington,1,2.0,9,Two-year (public and private not-for-profit),6760.0,3464.2258,30200,33779.592377269415,0.52684915
Muskegon Community College,Grand Rapids,1,2.0,9,Two-year (public and private not-for-profit),9090.0,3305.1118,29100,31780.201329585285,0.51444709
Kalamazoo Valley Community College,Kalamazoo,1,2.0,9,Two-year (public and private not-for-profit),9508.0,2736.2671,29000,32465.920189663368,0.51186097
Brigham Young University-Idaho,Pocatello,0,1.0,8,Nonselective four-year private not-for-profit,8206.0,5129.917,22600,35954.58452069483,0.47322392
Davidson County Community College,Greensboro,1,2.0,9,Two-year (public and private not-for-profit),5231.0,4215.4688,24300,27103.306819537207,0.46858937
Truman State University,Kirksville,1,1.0,5,Selective public,7038.0,7357.8584,46400,56255.01705287206,0.66305292
River Parishes Community College,Baton Rouge,1,2.0,9,Two-year (public and private not-for-profit),4476.0,1078.1399,24800,35852.38802083334,0.51545
James Madison University,Harrisonburg,1,1.0,5,Selective public,8016.0,7396.9888,55900,65469.15601769554,0.70458609
Harding University,Searcy,0,1.0,6,Selective private,7082.0,7143.812,41400,45678.97135416666,0.59098089
John Wood Community College,Quincy,1,2.0,9,Two-year (public and private not-for-profit),6046.0,3914.563,28200,31481.33528645833,0.50984168
Hampshire College,Springfield,0,1.0,4,Highly selective private,9033.0,12883.892,31200,37753.90305650178,0.53371233
Lansing Community College,Lansing,1,2.0,9,Two-year (public and private not-for-profit),8139.0,3038.5227,30100,32642.192022213087,0.51618487
University Of Puget Sound,Seattle,0,1.0,4,Highly selective private,9228.0,14413.6,51400,61003.676301194544,0.6677959
Bowling Green State University,Toledo,1,1.0,5,Selective public,7446.6582,7895.1479,42600,46836.067268134924,0.62943923
"Marinello School Of Beauty, Xenon International Academy, International School Of Skin And Nailcare And Hair Professionals Academy",Los Angeles,0,3.0,12,Less than two-year schools of any type,,5771.3633,11400,15921.03342937482,0.34047383
Emporia State University,Emporia,1,1.0,5,Selective public,6268.0,5500.2212,37500,40396.89580995564,0.58911574
Susquehanna University,Sunbury,0,1.0,6,Selective private,7970.0,10989.142,52900,62758.97018170249,0.6969856
Durham Technical Community College,Raleigh,1,2.0,9,Two-year (public and private not-for-profit),5247.0,3230.2124,24500,27136.681425036957,0.46638551
Limestone College,Spartanburg,0,1.0,6,Selective private,4780.0,2922.5964,36800,40063.05763671875,0.57643598
Cincinnati State Technical & Community College,Cincinnati,1,2.0,9,Two-year (public and private not-for-profit),7526.0,3431.4963,30800,33154.04604851799,0.53010601
Western Piedmont Community College,Morganton,1,2.0,9,Two-year (public and private not-for-profit),5435.0,4813.6382,25400,26659.318283641584,0.46480313
Wake Forest University,Winston-Salem,0,1.0,2,Other elite schools (public and private),10928.0,24492.465,71500,100407.67084514529,0.75863415
Faulkner University,Montgomery,0,1.0,6,Selective private,6657.0,4659.3745,26300,31064.804364362186,0.48541725
Berklee College Of Music,Boston,0,1.0,8,Nonselective four-year private not-for-profit,9480.0,18141.832,27400,38475.06710827183,0.51617122
Stephens College,Columbia,0,1.0,6,Selective private,5017.0,6991.71,32900,35084.48177083334,0.52713567
Samford University,Birmingham,0,1.0,6,Selective private,8261.0,13245.341,40800,54474.03270866298,0.60009754
Mid-South Community College,West Memphis,1,2.0,9,Two-year (public and private not-for-profit),4275.0,4004.5959,20000,23760.019166758368,0.44415069
"Anderson University of Anderson, IN",Muncie,0,1.0,6,Selective private,6395.0,6876.3911,34900,40006.88166326151,0.55878717
Richmond Community College,Fayetteville,1,2.0,9,Two-year (public and private not-for-profit),5837.0,3807.7781,21700,23405.171274038457,0.43328828
Lincoln College,Springfield,0,1.0,8,Nonselective four-year private not-for-profit,4978.0,3491.47,27600,31209.9112703838,0.50296748
University Of North Carolina At Wilmington ,Wilmington,1,1.0,5,Selective public,7872.0,7144.3618,41700,47707.67405937501,0.62286818
College Of Wooster ,Canton,0,1.0,6,Selective private,8007.0,12599.358,47200,53231.687816471414,0.65276635
Eastern University,Philadelphia,0,1.0,6,Selective private,6289.0,6010.7686,33300,39321.63661555162,0.54053748
Cairn University,Philadelphia,0,1.0,6,Selective private,5653.0,5435.8682,26500,33441.61844308036,0.48656720000000003
Piedmont College,Gainesville,0,1.0,6,Selective private,5734.0,5553.9907,36000,39021.913277511965,0.55817306
American Musical & Dramatic Academy,New York,0,1.0,8,Nonselective four-year private not-for-profit,7984.0,9481.4229,26000,32574.365234375,0.5014497
"Concordia University of Seward, NE",Lincoln,0,1.0,6,Selective private,6086.0,4253.5488,36500,40552.95713051938,0.57449234
University Of North Carolina  Asheville,Asheville,1,1.0,5,Selective public,7371.0,7340.3545,36500,40713.99567652703,0.57139087
National College,Lexington-Fayette,0,1.0,10,Four-year for-profit,3321.0,5690.6431,15500,18559.327006245712,0.37283438
Illinois And Ohio Center For Broadcasting,Denver,0,3.0,12,Less than two-year schools of any type,,9772.8037,24000,25020.021484375,0.46473381
Furman University,Greenville,0,1.0,4,Highly selective private,8957.0,16330.452,48100,61112.923179124205,0.65742642
Centre College Of Kentucky,Danville,0,1.0,4,Highly selective private,6951.0,14025.681999999999,49400,65580.23923669764,0.66438246
Converse College,Spartanburg,0,1.0,6,Selective private,6284.0,6925.2827,32700,33228.204341774435,0.52542156
Gateway Technical College,Kenosha,1,2.0,9,Two-year (public and private not-for-profit),8968.0,6793.5557,26900,30017.001825789233,0.49262205
William Peace University,Raleigh,0,1.0,8,Nonselective four-year private not-for-profit,4217.0,4574.2944,34700,37095.69727054471,0.55221707
Art Institute Of York  - Pennsylvania,Harrisburg,0,1.0,10,Four-year for-profit,4458.0,5363.6445,30800,33476.07954118342,0.51643348
DeSales University,Allentown,0,1.0,6,Selective private,6520.0,6506.3481,51100,57122.1015625,0.67597651
Gwinnett Technical College,Atlanta,1,2.0,9,Two-year (public and private not-for-profit),5974.0,3703.7932,28800,31568.18083199274,0.50389218
Bay De Noc Community College,Marquette,1,2.0,9,Two-year (public and private not-for-profit),6057.0,4092.0842,27200,30487.01822916667,0.50097728
