name_x,czname_x,public,iclevel,tier,tier_name,avgfacsal_2013,exp_instr_pc_2013,k_median_x,k_mean,k_rank
Vaughn College Of Aeronautics And Technology,New York,0,1.0,8,Nonselective four-year private not-for-profit,9139.0,5508.3994,53000,56313.27651610153,0.66955352
CUNY Bernard M. Baruch College,New York,1,1.0,5,Selective public,8651.0,6754.6748,57600,69068.91660414742,0.69869983
City College Of New York - CUNY,New York,1,1.0,5,Selective public,8257.0,9341.7002,48500,60889.663557169435,0.65994656
CUNY Lehman College,New York,1,1.0,5,Selective public,7271.0,7139.103,40700,42720.624296596965,0.60539794
"California State University, Los Angeles",Los Angeles,1,1.0,5,Selective public,8767.0,4761.478,43000,44225.554132302546,0.61570972
CUNY John Jay College Of Criminal Justice,New York,1,1.0,5,Selective public,7339.0,6199.8784,45200,49034.96503885044,0.6412642
MCPHS University,Boston,0,1.0,8,Nonselective four-year private not-for-profit,8066.0,9287.2422,112700,107741.8359375,0.85700816
Pace University,New York,0,1.0,6,Selective private,11627.0,9327.0703,60700,68356.63617803264,0.7052319
State University Of New York At Stony Brook,New York,1,1.0,3,Highly selective public,10346.0,15185.598,60100,65407.72770318536,0.70821267
New York City College Of Technology Of The City University Of New,New York,1,1.0,5,Selective public,6700.0,5951.1328,37000,39930.48504251819,0.57542437
ITI Technical College,Baton Rouge,0,2.0,11,Two-year for-profit,3693.0,4566.9126,55000,61562.87630208334,0.67441154
Texas A&M International University,Laredo,1,1.0,7,Nonselective four-year public,7689.0,3503.405,42800,44043.14985061369,0.62014204
CUNY Brooklyn College,New York,1,1.0,5,Selective public,7529.0,6696.8579,44300,53799.11341150132,0.61369479
Technical Career Institutes,New York,0,2.0,11,Two-year for-profit,5582.0,4798.6172,31300,36025.343400151985,0.53061152
University Of Texas - Pan American,Brownsville,1,1.0,5,Selective public,7552.0,4907.688,39300,41415.7856555792,0.58895397
CUNY Hunter College,New York,1,1.0,5,Selective public,7895.0,6699.4121,44400,47546.28142048317,0.61823165
Crimson Technical College,Los Angeles,0,2.0,11,Two-year for-profit,,6492.1802,37600,41296.7734375,0.61473453
Wood Tobe - Coburn School,New York,0,2.0,11,Two-year for-profit,5411.0,2262.9636,24500,29297.94986979167,0.48580751
United Talmudical Seminary,New York,0,1.0,8,Nonselective four-year private not-for-profit,3624.0,3026.6838,15300,25725.34765625,0.42648759
CUNY Queens College,New York,1,1.0,5,Selective public,7624.0,6069.6406,48200,55617.207263794335,0.62943792
Glendale Community College,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),8263.0,2742.5244,30500,37418.35056668262,0.52627963
South Texas College,Brownsville,1,1.0,7,Nonselective four-year public,5953.0,1992.7892,27500,31900.77243325323,0.50800675
"California State Polytechnic University, Pomona",Los Angeles,1,1.0,5,Selective public,9101.0,5185.8892,55100,58449.62114357159,0.68787456
University Of Texas At El Paso,El Paso,1,1.0,5,Selective public,8167.0,4914.3892,38400,41638.10448612917,0.58648044
CUNY York College,New York,1,1.0,5,Selective public,7001.0,5785.8081,36400,40589.20853147645,0.56992602
"Saint John's University of Queens, NY",New York,0,1.0,6,Selective private,11777.0,7481.4761,58900,66248.34193461301,0.69863933
"University Of California, Irvine",Los Angeles,1,1.0,3,Highly selective public,12839.0,18460.789,60400,68174.46898358034,0.70583749
Trocaire College,Buffalo,0,1.0,8,Nonselective four-year private not-for-profit,5215.0,5362.625,38200,38036.40234375,0.55525208
"Western Technical College of El Paso, TX",El Paso,0,2.0,11,Two-year for-profit,3282.4194,3140.0386,23900,30260.93880208333,0.48956266
Laredo Community College,Laredo,1,2.0,9,Two-year (public and private not-for-profit),5998.0,2836.8154,28700,33508.65210804488,0.52000922
University Of Texas At Brownsville,Brownsville,1,1.0,7,Nonselective four-year public,7007.0,3452.1865,29800,34401.43471629101,0.52404851
Saint Francis College,New York,0,1.0,6,Selective private,8739.0,4986.2578,53000,56786.8439638458,0.67268848
"CUNY, Hostos Community College",New York,1,2.0,9,Two-year (public and private not-for-profit),6437.0,6202.4766,27700,30712.70612938208,0.50042081
New Jersey Institute Of Technology,Newark,1,1.0,5,Selective public,11262.0,7870.374,71600,74319.95600261832,0.76516527
Mount St. Mary's College,Los Angeles,0,1.0,6,Selective private,8055.0,6333.2393,44900,48089.91409178224,0.63991994
Woodbury University,Los Angeles,0,1.0,6,Selective private,9365.0,11264.18,44300,45386.35045929394,0.61899149
"California State University, Northridge",Los Angeles,1,1.0,5,Selective public,8395.0,4898.8613,44100,49244.333410024294,0.62309015
CUNY Borough Of Manhattan Community College,New York,1,2.0,9,Two-year (public and private not-for-profit),6376.0,4236.6113,31900,34761.37122857986,0.53319645
Texas State Technical College Harlingen,Brownsville,1,2.0,9,Two-year (public and private not-for-profit),4270.0,3225.9214,25400,31168.51275828048,0.49554750000000003
CUNY Laguardia Community College,New York,1,2.0,9,Two-year (public and private not-for-profit),6670.0,4708.0601,31800,34091.892666551714,0.53089285
Bloomfield College,Newark,0,1.0,6,Selective private,7807.0,7222.5869,35600,39703.29034737519,0.57139349
"University Of California, Riverside",Los Angeles,1,1.0,5,Selective public,11324.0,9961.1396,52800,59668.70068586546,0.67372859
CUNY Bronx Community College,New York,1,2.0,9,Two-year (public and private not-for-profit),6351.0,5243.084,28700,31412.16821121843,0.50278765
College Of Mount Saint Vincent And Manhattan College,New York,0,1.0,6,Selective private,8715.2422,7912.6499,67900,72427.47135416669,0.73168373
"Berkeley College of New York, NY",New York,0,1.0,10,Four-year for-profit,7124.0,4725.9233,36500,40262.94811792955,0.56481647
Tulsa Welding School,Tulsa,0,2.0,11,Two-year for-profit,5663.0,5393.27,26100,37410.28515625,0.52794546
Southwest Texas Junior College,Uvalde,1,2.0,9,Two-year (public and private not-for-profit),5468.0,2059.3638,28000,32759.312717107387,0.51006866
"California State University, Dominguez Hills",Los Angeles,1,1.0,5,Selective public,8202.0,4221.8442,40300,42627.00178579671,0.60081446
"University Of California, Los Angeles",Los Angeles,1,1.0,2,Other elite schools (public and private),15089.0,38861.684,65800,82856.58800532055,0.72379512
Hallmark College Of Technology,San Antonio,0,1.0,8,Nonselective four-year private not-for-profit,3993.0,4614.2524,33200,32426.05338541667,0.52954197
Queensborough Community College-CUNY,New York,1,2.0,9,Two-year (public and private not-for-profit),6511.0,5069.2524,32400,36886.53735602131,0.53467834
Long Island University System,New York,0,1.0,6,Selective private,10426.615,7943.7056,39900,46372.92350396293,0.60101771
Albertus Magnus College,Bridgeport,0,1.0,6,Selective private,7601.0,4813.6611,43400,46223.49183058376,0.60999703
Saint Peter's University,Newark,0,1.0,6,Selective private,8274.0,6591.0952,45500,50442.78786415674,0.63554788
San Jose State University,San Jose,1,1.0,5,Selective public,9155.0,5421.9053,56500,64343.154911123405,0.69880325
New York Institute Of Technology,New York,0,1.0,6,Selective private,11418.0,11993.791000000001,49900,58599.50690029256,0.64980751
New Jersey City University,Newark,1,1.0,5,Selective public,9101.0,7012.4287,41200,43979.97049626489,0.60714918
Texas A&M University - Kingsville,Corpus Christi,1,1.0,5,Selective public,7392.0,4459.4521,39800,47080.097358811756,0.60727918
Xavier University Of Louisiana,New Orleans,0,1.0,6,Selective private,8252.0,7533.9409,48400,63788.14681913982,0.67389733
Sul Ross State University,Alpine,1,1.0,5,Selective public,6180.0,4827.2124,37100,40458.8282025774,0.57417309
Tuskegee University,Auburn,0,1.0,6,Selective private,6679.0,11172.302,38900,43675.605707908166,0.60427094
Florida International University,Miami,1,1.0,5,Selective public,9653.0,5691.3062,46800,52704.92447916666,0.64097172
Saint Mary's University,San Antonio,0,1.0,6,Selective private,9441.0,8690.2314,49700,57557.5060763889,0.67985284
Binghamton University,Union,1,1.0,3,Highly selective public,9059.0,9477.0215,65700,78401.14824367089,0.74108601
CUNY Medgar Evers College,New York,1,1.0,5,Selective public,7215.0,6833.6748,30900,34179.56222949677,0.53025568
SUNY College At Old Westbury,New York,1,1.0,5,Selective public,8055.0,6862.0713,39200,43163.66776124668,0.59189409
California Maritime Academy,San Francisco,1,1.0,5,Selective public,8259.0,14168.081,85800,89270.2313745471,0.79060483
Dillard University,New Orleans,0,1.0,6,Selective private,6288.0,10478.295,36700,40669.71044862927,0.59173489
Utica College,Syracuse,0,1.0,6,Selective private,7905.0,6511.4004,47800,53270.721437198066,0.67137057
Kingsborough Commmunity College/CUNY,New York,1,2.0,9,Two-year (public and private not-for-profit),6216.0,4179.4326,31300,37527.935718384535,0.52514523
Dowling College,New York,0,1.0,6,Selective private,8003.0,6067.9521,45800,48724.50428977273,0.62771046
University Of Houston System,Houston,1,1.0,5,Selective public,9356.1602,4772.9199,45400,53490.42961477576,0.63826895
"University Of California, Berkeley",San Francisco,1,1.0,3,Highly selective public,14652.0,18635.861,67900,93578.78176527696,0.73551917
Midland College,Midland,1,1.0,7,Nonselective four-year public,6313.0,3544.4226,35900,43701.3424066972,0.56978673
"University Of California, San Diego",San Diego,1,1.0,3,Highly selective public,13126.0,23669.365,65300,79191.14698970673,0.72954172
Imperial Valley College,Yuma,1,2.0,9,Two-year (public and private not-for-profit),6030.0,1986.1277,25800,31419.64231422892,0.49419892
Pasadena City College,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),8402.0,2982.3396,29500,34430.09623903866,0.51164383
"California State University, Fullerton",Los Angeles,1,1.0,5,Selective public,8521.0,5044.2593,47800,52188.20571161542,0.64307481
El Paso Community College,El Paso,1,2.0,9,Two-year (public and private not-for-profit),5811.0,1849.4784,25700,29878.678981548437,0.48996896
Reid State Technical College,Atmore,1,2.0,9,Two-year (public and private not-for-profit),5875.0,6976.9292,17500,23527.81575520833,0.44738138
Lamar Institute Of Technology,Beaumont,1,2.0,9,Two-year (public and private not-for-profit),5532.0,4152.5962,34400,45524.89203029727,0.57744777
Odessa College,Midland,1,2.0,9,Two-year (public and private not-for-profit),5672.0,3111.4021,34800,42225.49670316497,0.56336993
Robert Morgan And Miami Lakes Educational Centers,Miami,1,2.0,9,Two-year (public and private not-for-profit),,6266.2471,23000,28835.428031428237,0.47483805
Grambling State University,Ruston,1,1.0,5,Selective public,5794.0,4384.4639,30500,37528.771341502346,0.5399331999999999
Miami Dade Community College System,Miami,1,1.0,7,Nonselective four-year public,6822.0,2349.3794,31300,34556.951019233864,0.53077888
"California State University, Bakersfield",Bakersfield,1,1.0,5,Selective public,8122.0,4847.1299,46100,47321.12535991247,0.62575829
Art Center College Of Design,Los Angeles,0,1.0,8,Nonselective four-year private not-for-profit,6826.0,18250.4,42800,53629.40625,0.5567174
Saint Thomas University,Miami,0,1.0,6,Selective private,9486.0,7656.2153,35300,38755.110125,0.5656184
Texas State Technical College West Texas,Sweetwater,1,2.0,9,Two-year (public and private not-for-profit),3685.0,8763.2813,28900,34020.36958440917,0.51684976
Triangle Tech,Pittsburgh,0,2.0,11,Two-year for-profit,3514.1577,6897.6211,37500,38886.93728497707,0.58406377
"University Of California, Davis",Sacramento,1,1.0,5,Selective public,12065.0,20427.428,61600,72099.31765750125,0.72145909
"California State University, Long Beach",Los Angeles,1,1.0,5,Selective public,8671.0,5147.689,48800,53931.908462071486,0.65209162
"California State University, San Bernardino",Los Angeles,1,1.0,5,Selective public,8558.0,4979.7295,43500,45793.71724629161,0.61586326
Santa Monica College,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),9704.0,2443.0107,28800,37890.723935930284,0.51262391
"California State University, East Bay",San Francisco,1,1.0,5,Selective public,8804.0,5516.5991,51300,55258.103693181816,0.66516989
New Mexico Junior College,Hobbs,1,2.0,9,Two-year (public and private not-for-profit),5788.0,2933.8159,31300,39279.0717722623,0.53130418
Southern University And Agricultural & Mechanical Colg At Baton R,Baton Rouge,1,1.0,5,Selective public,6158.0,5157.5996,34200,40162.26243944187,0.56656832
Stevens Institute Of Technology,Newark,0,1.0,4,Highly selective private,9474.0,10034.696,92100,95753.71152410409,0.83089244
Cooper Union For The Advancement Of Science & Art ,New York,0,1.0,2,Other elite schools (public and private),11865.0,17806.188000000002,64300,81825.16794634321,0.70362669
"Union College of Barbourville, KY",London,0,1.0,6,Selective private,4540.0,4400.957,36900,40160.50260416666,0.58557022
"Devry University, Devry Institute Of Technology And Denver Technical College",Chicago,0,1.0,10,Four-year for-profit,6660.9868,,40900,45725.65427900113,0.60870653
Otis College Of Art & Design,Los Angeles,0,1.0,8,Nonselective four-year private not-for-profit,6936.0,16225.813,47600,55442.953125,0.59690553
University Of The Pacific,Sacramento,0,1.0,6,Selective private,10089.0,17879.205,59000,68705.45715140988,0.70610803
Alabama Agricultural & Mechanical University,Huntsville,1,1.0,5,Selective public,7079.0,6233.3809,32900,37065.25162679928,0.55232471
Thomas A Edison State College,Newark,1,1.0,7,Nonselective four-year public,,0.0,37500,47316.575727451345,0.586016
Coyne College,Chicago,0,2.0,11,Two-year for-profit,4358.0,4615.562,31400,33370.79858398438,0.53687489
New Castle School Of Trades,Youngstown,0,2.0,11,Two-year for-profit,2913.0,3486.844,28700,33818.90755208334,0.52485609
"California State University, Fresno",Fresno,1,1.0,5,Selective public,8027.0,4759.4355,44400,50156.25069807807,0.62684512
Spartan College Of Aeronautics And Technology,Tulsa,0,1.0,10,Four-year for-profit,4540.0,7508.9277,49300,52377.12630208334,0.65038168
College Of Staten Island/CUNY,New York,1,1.0,5,Selective public,7198.0,6067.2842,41200,47236.163729646185,0.5988602
Dickinson State University,Dickinson,1,1.0,5,Selective public,6315.0,6482.0049,40700,46727.05917456269,0.62283009
"Fortis College of Houston, TX",Houston,0,3.0,12,Less than two-year schools of any type,,4337.5029,23500,25909.619140625,0.46285877
Los Angeles Community College District,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),6923.7769,2089.4341,28400,33390.786767409954,0.50641221
Savannah State University,Savannah,1,1.0,5,Selective public,5294.0,4030.3042,29400,33231.14105249121,0.52029896
"Berkeley College of Woodland Park, NJ",Newark,0,1.0,10,Four-year for-profit,6110.0,4904.4521,37600,39915.66426379294,0.57118571
Howard University,Washington DC,0,1.0,6,Selective private,8566.0,18592.281000000003,49600,53337.40501891751,0.65322775
New Mexico Institute Of Mining & Technology,Socorro,1,1.0,3,Highly selective public,6908.0,7419.4712,55000,64946.667579467365,0.68297505
Hudson County Community College,Newark,1,2.0,9,Two-year (public and private not-for-profit),3663.0,2312.9294,25100,29713.962578233662,0.48283547
Fordham University,New York,0,1.0,4,Highly selective private,12679.0,12488.938,63300,80400.70417811902,0.71979797
D'Youville College,Buffalo,0,1.0,6,Selective private,6071.0,7429.9287,45200,48269.36361987228,0.64022744
Mississippi Valley State University,Greenwood,1,1.0,5,Selective public,5621.0,6707.4639,24900,27428.91471354167,0.47415569
University Of Southern California,Los Angeles,0,1.0,2,Other elite schools (public and private),13045.0,35693.703,63700,92409.2263884718,0.71106648
Coffeyville Community College,Bartlesville,1,2.0,9,Two-year (public and private not-for-profit),4696.0,4232.1079,24100,107965.8203125,0.49631301
Brazosport College,Pearland,1,1.0,7,Nonselective four-year public,5964.0,4288.5991,35700,43444.5987670831,0.56591117
Houston Community College,Houston,1,2.0,9,Two-year (public and private not-for-profit),6629.0,2008.0176,31400,36230.81380208334,0.53292727
Bennett College,Greensboro,0,1.0,6,Selective private,4938.0,7053.8628,33400,32334.89039248512,0.54485458
Copper Mountain College,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),8489.0,3291.1963,27100,31708.208942564987,0.50203604
Elizabeth City State University,Virginia Beach,1,1.0,5,Selective public,7545.0,7101.4297,31000,32636.533203125,0.51942575
Poster & Chester Institute,Bridgeport,0,3.0,12,Less than two-year schools of any type,,5314.1738,31700,36472.2109375,0.54114592
Park University,Kansas City,0,1.0,6,Selective private,6110.0,2739.0837,43600,47026.20438631829,0.63168681
College Of Westchester ,New York,0,1.0,10,Four-year for-profit,4946.0,5872.1172,34900,39347.86197916666,0.55974501
"California State University, Stanislaus",Modesto,1,1.0,5,Selective public,8072.0,5939.834,44800,44836.228896748886,0.61842811
University Of Maryland University College,Washington DC,1,1.0,7,Nonselective four-year public,7153.0,2401.2932,40100,41460.66443301971,0.58680516
Letourneau University,Longview,0,1.0,6,Selective private,7287.0,5791.4697,49300,56526.89849691065,0.67023832
Monroe College,New York,0,1.0,10,Four-year for-profit,5274.0,5495.9878,20400,25011.07516410458,0.44433105
Adventist University Of Health Sciences,Orlando,0,1.0,8,Nonselective four-year private not-for-profit,6539.0,5347.0464,39200,45837.11328125,0.62302995
University Of The District Of Columbia,Washington DC,1,1.0,5,Selective public,8293.0,9733.752,30100,31968.70104712822,0.51070094
Florida Institute Of Technology,Palm Bay,0,1.0,6,Selective private,8287.0488,8809.9434,59600,62128.01899369267,0.71618438
"Rutgers, The State University Of New Jersey",Newark,1,1.0,3,Highly selective public,11195.755,19032.547,58400,69147.00912115884,0.71161544
Central Texas College District,Killeen,1,2.0,9,Two-year (public and private not-for-profit),5896.0,1885.8917,37200,38496.51491811437,0.56444848
Nyack College,Newark,0,1.0,6,Selective private,6525.0,4947.7773,31000,34110.97461433217,0.52146602
Fresno Pacific University,Fresno,0,1.0,6,Selective private,6562.0,4753.1997,37900,43699.91809841805,0.58368534
Plaza College,New York,0,1.0,10,Four-year for-profit,7121.0,5742.8198,18800,23151.0234375,0.43789196
State University Of New York At New Paltz,Poughkeepsie,1,1.0,5,Selective public,6719.0,7925.7012,46300,49604.730598649054,0.64323336
Del Mar College,Corpus Christi,1,2.0,9,Two-year (public and private not-for-profit),6250.0,3366.4077,30100,35039.7862447085,0.52668208
San Diego State University,San Diego,1,1.0,5,Selective public,9243.4873,5474.5996,51000,57036.05158294986,0.66684097
University Of Louisiana At Monroe,Monroe,1,1.0,5,Selective public,6958.0,4215.3364,35000,42824.01279163693,0.57519138
Dominican College Of Blauvelt,Newark,0,1.0,6,Selective private,7601.0,6073.1069,48900,54790.13411458334,0.67386669
Chicago State University,Chicago,1,1.0,5,Selective public,7512.0,9973.0654,31900,34210.66294152178,0.54049587
Fashion Institute Of Technology,New York,1,1.0,5,Selective public,10019.0,8115.8599,36700,44520.660735991376,0.56278616
Boricua College,New York,0,1.0,6,Selective private,4250.0,3144.2195,23200,27806.56770833333,0.46024466
Saint Leo University,Tampa,0,1.0,6,Selective private,7100.0,2696.1609,38000,40592.47373694163,0.57920676
ITT Technical Institute,Indianapolis,0,1.0,10,Four-year for-profit,5281.8848,3865.4163,35600,38044.73506336253,0.56428504
Illinois Institute Of Technology,Chicago,0,1.0,4,Highly selective private,11256.0,9967.7256,72300,77847.72805262262,0.76916295
University Of La Verne,Los Angeles,0,1.0,6,Selective private,8605.0,5938.7637,48600,56189.73180125584,0.65188533
Martin Methodist College,Columbia,0,1.0,8,Nonselective four-year private not-for-profit,5432.0,3993.7732,37000,33796.81575520834,0.52921766
New York University,New York,0,1.0,2,Other elite schools (public and private),13139.33,24871.623,58100,88411.62977693697,0.68887949
State University Of New York At Albany,Albany,1,1.0,5,Selective public,9423.0,8871.7773,56300,66145.13686760995,0.70642638
San Francisco Community College District,San Francisco,1,2.0,9,Two-year (public and private not-for-profit),7668.0,3310.7542,33000,39077.681852273636,0.53858721
Montana State University - Northern,Havre,1,1.0,5,Selective public,5164.0,6541.5703,33600,37910.99432276722,0.55892146
SUNY Empire State College,Albany,1,1.0,7,Nonselective four-year public,6407.0,6253.3184,39000,47681.35118925041,0.59158194
Our Lady Of The Lake University,San Antonio,0,1.0,6,Selective private,7587.0,5209.3447,38800,40071.62203275241,0.58799863
Rocky Mountain College,Billings,0,1.0,6,Selective private,5787.0,6729.3330000000005,38800,44543.94305252494,0.59965312
Claflin University,Columbia,0,1.0,6,Selective private,6217.0,6960.2671,33600,35382.11979166666,0.54661691
Southern University At New Orleans,New Orleans,1,1.0,5,Selective public,5830.0,4100.5151,27300,29344.384765625,0.48983857
Barry University,Miami,0,1.0,6,Selective private,7696.0,9033.2979,39200,42675.27828927262,0.58576322
"Platt College of Alhambra, CA",Los Angeles,0,1.0,10,Four-year for-profit,5803.7808,14524.454,24500,28357.838609165967,0.48436373
Southern Careers Institute,San Antonio,0,3.0,12,Less than two-year schools of any type,,2030.3727,17100,21142.33919270833,0.41027832
Mercy College,New York,0,1.0,6,Selective private,8144.0,3443.2512,31100,35252.92735145246,0.52371925
Oregon Institute Of Technology,Klamath Falls,1,1.0,5,Selective public,6667.0,5884.2622,51900,53544.865480077286,0.66225898
Kiamichi Technology Center,Fort Smith,1,3.0,12,Less than two-year schools of any type,,70463.547,18000,25526.03190104167,0.42908391
San Francisco State University,San Francisco,1,1.0,5,Selective public,9147.0,5672.4453,45800,50721.376960145586,0.63048476
Barstow Community College,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),7455.0,3063.0676,28700,34251.5747472106,0.51013076
Manhattanville College,New York,0,1.0,6,Selective private,7862.0,6763.0518,48900,57159.67571519166,0.65758282
Embry-Riddle Aeronautical University,Deltona,0,1.0,6,Selective private,6925.5791,28151.172000000002,65600,68988.29191624554,0.75217789
State University Of New York At Buffalo,Buffalo,1,1.0,5,Selective public,10026.0,12641.436000000002,52700,61568.17861955107,0.6941781
Franklin University,Columbus,0,1.0,8,Nonselective four-year private not-for-profit,8145.0,2458.9021,40100,44079.88905208333,0.60663944
Maine Maritime Academy,Bangor,1,1.0,5,Selective public,3639.0,8663.8564,75900,91331.53450371852,0.77693838
Rio Hondo Community College,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),9146.0,2115.5845,32400,35389.459403985114,0.53727138
Barnard College,New York,0,1.0,2,Other elite schools (public and private),11888.0,18913.918,56300,71527.04264768836,0.67723608
Prairie View Agricultural & Mechanical University,Houston,1,1.0,5,Selective public,7307.0,4736.3286,34800,38792.23440511672,0.56640655
Capital Area Technical College,Baton Rouge,1,2.0,9,Two-year (public and private not-for-profit),,1586.2102,24600,34661.86458333334,0.49911940000000005
Clarke University,Dubuque,0,1.0,6,Selective private,6109.0,6812.6221,45100,47175.20052083334,0.64182681
Norfolk State University,Virginia Beach,1,1.0,5,Selective public,7608.0,5442.251,34400,36633.42486917121,0.56709939
Marymount University,Washington DC,0,1.0,6,Selective private,8270.0,7064.4731,47000,49203.47540391157,0.64025611
Virginia State University,Richmond,1,1.0,5,Selective public,7414.0,7169.5396,35900,37246.4075499222,0.5723834
Chaminade University Of Honolulu,Honolulu,0,1.0,6,Selective private,8006.0,5733.6582,38100,39511.06451689087,0.57636702
Kean University,Newark,1,1.0,5,Selective public,9226.0,6074.5962,46900,47872.80196813449,0.64273107
Clarendon College,Memphis,1,2.0,9,Two-year (public and private not-for-profit),4379.0,3434.1091,28300,32227.901126585137,0.50519514
Texas Southern University,Houston,1,1.0,5,Selective public,7660.0,8390.2266,27700,30258.77763085412,0.4981575
McPherson College,Newton,0,1.0,6,Selective private,5217.0,6622.9316,37200,44282.97454512747,0.60041589
Massachusetts Institute Of Technology,Boston,0,1.0,1,Ivy Plus,15617.0,42687.905999999995,98500,168951.4777600365,0.8121534
"California State University, Monterey Bay",San Jose,1,1.0,5,Selective public,7478.0,6586.0098,41100,44659.591982502585,0.60468066
Taft College,Bakersfield,1,2.0,9,Two-year (public and private not-for-profit),8701.0,2326.8784,32300,37623.609375,0.51850396
Coast Community College District,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),9557.0127,1786.6675,30600,36782.176056571785,0.52028018
Albany College Of Pharmacy And Health Sciences,Albany,0,1.0,8,Nonselective four-year private not-for-profit,8530.0,10638.042,115800,115474.4401041667,0.85815191
"Lincoln University of Lincoln University, PA",Philadelphia,1,1.0,5,Selective public,8170.0,7657.6104,37400,39207.570137392235,0.57497019
University Of The Sciences In Philadelphia,Philadelphia,0,1.0,6,Selective private,8000.0,11940.586000000001,102700,99150.57291666669,0.81528801
Howard County Junior College District,Big Spring,1,2.0,9,Two-year (public and private not-for-profit),4200.1821,2444.2676,28500,35519.93229166666,0.50737077
Montana Tech Of The University Of Montana,Butte-Silver Bow,1,1.0,5,Selective public,6403.3423,9022.0527,46700,61126.0585860225,0.64518762
Occidental College,Los Angeles,0,1.0,2,Other elite schools (public and private),10402.0,15477.158000000001,49000,58066.14856085526,0.64965373
California State University - Sacramento,Sacramento,1,1.0,5,Selective public,8364.0,4847.5874,47900,51314.203307427735,0.64981306
Fairleigh Dickinson University,Newark,0,1.0,6,Selective private,8283.5205,6992.1401,48200,54466.95883593083,0.64614016
College Of The Ozarks,Aurora,0,1.0,6,Selective private,6792.0,9810.1572,32000,34857.99869791666,0.5337525
Lamar State College - Orange,Beaumont,1,2.0,9,Two-year (public and private not-for-profit),4949.0,2925.9453,27200,36730.08203125,0.50626516
Long Beach City College,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),7349.0,2097.6892,28100,33103.55943694752,0.50334126
MCP Hahnemann And Drexel Universities,Philadelphia,0,1.0,6,Selective private,10246.0,11991.322,65500,70178.55617440857,0.73329681
Temple University,Philadelphia,1,1.0,5,Selective public,9648.0,10211.49,46700,51507.71126251391,0.64493465
Cerritos Community College,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),9534.0,3487.0435,30200,32951.944175606346,0.51618916
Clark Atlanta University,Atlanta,0,1.0,6,Selective private,6418.0,6932.4199,35200,38619.230905581346,0.56886071
La Sierra University,Los Angeles,0,1.0,6,Selective private,7230.0,8982.2939,43200,52419.907450457315,0.61742145
Marymount Manhattan College,New York,0,1.0,6,Selective private,8312.0,7613.4292,35800,44779.54585336539,0.57498765
Mount Saint Mary College,Poughkeepsie,0,1.0,6,Selective private,8458.0,5800.9775,47100,51703.118006175144,0.65888673
Essex County College,Newark,1,2.0,9,Two-year (public and private not-for-profit),7243.0,2635.5771,28400,32515.36682915916,0.51018441
Post University,Bridgeport,0,1.0,10,Four-year for-profit,7340.0,2493.7625,36800,39999.32220643939,0.57454574
Spelman College,Atlanta,0,1.0,6,Selective private,7514.0,10756.3,49800,57013.366800986834,0.67334753
Mills College,San Francisco,0,1.0,6,Selective private,9759.0,14174.01,40200,47127.574762228265,0.59870458
Copiah-Lincoln Community College,Jackson,1,2.0,9,Two-year (public and private not-for-profit),4479.0,3981.655,26900,33770.67057291666,0.50301397
South Seattle Community College,Seattle,1,1.0,7,Nonselective four-year public,6253.0,5342.9712,32600,37397.15303984645,0.54101413
Rochester Institute Of Technology,Buffalo,0,1.0,6,Selective private,9621.0,13289.173,62400,71161.22355583876,0.71245182
Florida Agricultural & Mechanical University,Tallahassee,1,1.0,5,Selective public,7994.0,6952.1982,39300,46411.50676605282,0.60998654
Nova Southeastern University,Miami,0,1.0,6,Selective private,9482.0,11729.328000000001,43500,56746.054873945,0.63001156
Adelphi University,New York,0,1.0,6,Selective private,11315.0,10505.104,50700,54029.666855967575,0.65645194
Tennessee College Of Applied Technology-Jackson,Jackson,1,2.0,9,Two-year (public and private not-for-profit),,6869.0537,30000,32384.15299479167,0.54302561
Southeastern Oklahoma State University,Sherman,1,1.0,5,Selective public,6679.0,4887.77,34100,39420.32773858593,0.56094331
Williston State College,Williston,1,2.0,9,Two-year (public and private not-for-profit),6235.0,8736.9922,34900,45677.77540973581,0.57731771
H. Councill Trenholm State Technical College,Montgomery,1,2.0,9,Two-year (public and private not-for-profit),6058.0,6253.2974,22300,26557.52604166667,0.45421335
College Of The Desert,Los Angeles,1,2.0,9,Two-year (public and private not-for-profit),9518.0,2233.4871,28400,31873.89078743716,0.50220424
"Universal Technical Institute of Rancho Cucamonga, CA",Los Angeles,0,2.0,11,Two-year for-profit,4711.0,4515.8208,41300,43138.19657561362,0.61349505
Glendale Career College,Los Angeles,0,3.0,12,Less than two-year schools of any type,,9231.5293,17900,24112.40303264293,0.45754644
Dominican University Of California,San Francisco,0,1.0,6,Selective private,8770.0,11081.926000000001,45200,55005.75188218826,0.63858461
Belhaven University,Jackson,0,1.0,6,Selective private,4327.0,3383.8442,32200,35846.38541666666,0.52498347
