Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Enrft,Enrpt,Enrtot,Number of Records,Unitid (Drvef2013),Unitid
8510,17030,,8510,17030,,8510,17030,,121,18,139,1,180203,180203
6325,15100,10450,6325,15100,10450,6325,15100,10450,228,177,405,1,180212,180212
7881,15081,,7881,15081,,14133,21333,,892,983,1875,1,180249,180249
25630,33650,32654,25630,33650,32654,25630,33650,32654,716,422,1138,1,180258,180258
10690,16624,,10690,16624,,15986,21920,,670,760,1430,1,180276,180276
9885,11285,,9885,11285,,9885,11285,,269,60,329,1,180328,180328
6110,12210,11040,7130,13230,12060,9980,16080,14910,249,173,422,1,180373,180373
9724,18724,18724,9724,18724,18724,21866,30866,30866,1726,284,2010,1,180416,180416
11232,19452,19452,11232,19452,19452,25197,33417,33417,11549,3303,14852,1,180461,180461
11481,19106,19106,11481,19106,19106,27155,34780,34780,10582,3943,14525,1,180489,180489
9880,17380,17380,9880,17380,17380,21712,29212,29212,918,416,1334,1,180522,180522
28018,35446,35488,28018,35446,35488,28018,35446,35488,1024,43,1067,1,180595,180595
7791,14766,14691,9879,16854,16779,15063,22038,21963,696,144,840,1,180647,180647
9096,15386,15386,9096,15386,15386,19815,26105,26105,1196,259,1455,1,180692,180692
9495,20250,,9495,20250,,9495,20250,,7798,1990,9788,1,180814,180814
18600,26700,25760,18600,26700,25760,18600,26700,25760,467,771,1238,1,180832,180832
16075,28235,,16075,28235,,16075,28235,,343,368,711,1,180878,180878
7800,12100,11902,7800,12100,11902,9000,13300,13102,2215,4691,6906,1,180902,180902
10680,16440,16440,10680,16440,16440,10710,16470,16470,1912,1144,3056,1,180948,180948
27850,34550,34550,27850,34550,34550,27850,34550,34550,1725,481,2206,1,180984,180984
36180,48058,48058,36180,48058,48058,36180,48058,48058,6711,1308,8019,1,181002,181002
,,38380,,,38380,,,38380,1106,7,1113,1,181020,181020
23606,29406,28958,23606,29406,28958,23606,29406,28958,372,109,481,1,181093,181093
29882,37936,37152,29882,37936,37152,29882,37936,37152,1076,68,1144,1,181127,181127
11410,20010,20010,11410,20010,20010,17238,25838,25838,5034,2018,7052,1,181215,181215
19072,25744,,19072,25744,,19072,25744,,330,171,501,1,181242,181242
19070,27566,27334,19070,27566,27334,19070,27566,27334,588,355,943,1,181297,181297
6210,12465,12465,6210,12465,12465,7403,13658,13658,5976,9776,15752,1,181303,181303
5790,11350,11518,5790,11350,11518,6480,12040,12208,960,1531,2491,1,181312,181312
32200,37780,37780,32200,37780,37780,32200,37780,37780,1199,89,1288,1,181330,181330
16800,23470,23450,16800,23470,23450,16800,23470,23450,126,24,150,1,181376,181376
11160,18700,19250,11160,18700,19250,21500,29040,29590,10374,4853,15227,1,181394,181394
19072,25744,,19072,25744,,19072,25744,,544,251,795,1,181400,181400
7790,17190,,7790,17190,,7790,17190,,106,93,199,1,181419,181419
31942,39492,39492,31942,39492,39492,31942,39492,39492,1639,510,2149,1,181446,181446
12714,21060,22246,12714,21060,22246,26042,34388,35574,20880,3565,24445,1,181464,181464
6579,13175,12706,6579,13175,12706,7524,14120,13651,2200,2945,5145,1,181491,181491
9900,16556,16556,9900,16556,16556,9900,16556,16556,1255,1167,2422,1,181534,181534
9200,15200,11110,9200,15200,11110,9200,15200,11110,19,10,29,1,181543,181543
31172,37678,36252,31172,37678,36252,31172,37678,36252,777,193,970,1,181604,181604
6454,12604,12604,6454,12604,12604,7039,13189,13189,4858,4893,9751,1,181640,181640
25490,34090,31990,25490,34090,31990,25490,34090,31990,803,108,911,1,181738,181738
18524,24453,,18524,24453,,18524,24453,,330,0,330,1,181756,181756
12250,12436,16360,12250,12436,16360,16426,16612,20536,214,86,300,1,181765,181765
10810,15500,15500,10810,15500,15500,15010,19700,19700,2815,691,3506,1,181783,181783
6953,12815,12815,6953,12815,12815,7289,13151,13151,924,1036,1960,1,181817,181817
20350,26200,26250,20350,26200,26250,20350,26200,26250,442,28,470,1,181853,181853
8817,16281,,8817,16281,,15462,22926,,8903,25274,34177,1,182005,182005
27100,30604,34648,27100,30604,34648,27100,30604,34648,808,289,1097,1,182111,182111
22590,30231,,22590,30231,,22590,30231,,714,201,915,1,182148,182148
14437,23553,22195,14437,23553,22195,28347,37463,36105,18795,9053,27848,1,182281,182281
13366,24100,22600,13366,24100,22600,27276,38010,36510,14208,4568,18776,1,182290,182290
8270,18720,15070,8270,18720,15070,14915,25365,21715,907,2274,3181,1,182306,182306
12172,30172,,12172,30172,,12172,30172,,399,12,411,1,182430,182430
33987,45479,45759,33987,45479,45759,33987,45479,45759,770,185,955,1,182458,182458
8110,17927,,8110,17927,,14755,24572,,2905,8299,11204,1,182500,182500
8260,17480,,8260,17480,,14905,24125,,1230,2745,3975,1,182564,182564
40300,45275,52800,40300,45275,52800,40300,45275,52800,1386,23,1409,1,182634,182634
20130,24930,31080,20130,24930,31080,20130,24930,31080,684,80,764,1,182661,182661
,,63279,,,63279,,,63279,6185,157,6342,1,182670,182670
35300,45898,45898,35300,45898,45898,35300,45898,45898,1809,395,2204,1,182795,182795
13336,20008,,13336,20008,,13336,20008,,1453,831,2284,1,182865,182865
18400,25570,,18400,25570,,18400,25570,,29,58,87,1,182908,182908
37250,47700,48430,37250,47700,48430,37250,47700,48430,2087,137,2224,1,182980,182980
32474,40484,43056,32474,40484,43056,32474,40484,43056,13179,15210,28389,1,183026,183026
21600,34250,30300,21600,34250,30300,34320,46970,43020,13336,1577,14913,1,183044,183044
,,25084,,,25084,,,32469,4580,343,4923,1,183062,183062
21862,32480,,21862,32480,,34582,45200,,599,327,926,1,183071,183071
17387,25300,26555,17387,25300,26555,24807,32720,33975,4107,1129,5236,1,183080,183080
16069,28759,20870,16069,28759,20870,24645,37335,29446,1897,2391,4288,1,183099,183099
14169,23070,,14169,23070,,22745,31646,,268,669,937,1,183105,183105
16786,28495,,16786,28495,,25362,37071,,239,748,987,1,183114,183114
13467,26157,,13467,26157,,22043,34733,,492,689,1181,1,183123,183123
13128,26304,,13128,26304,,21704,34880,,889,2009,2898,1,183132,183132
12878,26054,,12878,26054,,21454,34630,,754,1488,2242,1,183141,183141
14615,27197,,14615,27197,,23191,35773,,614,1508,2122,1,183150,183150
34601,44077,43227,34601,44077,43227,34601,44077,43227,1055,1291,2346,1,183211,183211
38204,47704,50394,38204,47704,50394,38204,47704,50394,1878,45,1923,1,183239,183239
21708,44508,,21708,44508,,21708,44508,,85,46,131,1,183248,183248
10746,19665,,10746,19665,,11226,20145,,1017,1041,2058,1,183257,183257
26250,28200,31400,26250,28200,31400,26250,28200,31400,80,0,80,1,183275,183275
21044,36965,,21044,36965,,21044,36965,,198,126,324,1,183488,183488
6850,11550,,6850,11550,,6850,11550,,18,7,25,1,183600,183600
19655,29555,,21305,31205,,22895,32795,,3675,3579,7254,1,183655,183655
9467,16495,,12862,19890,,13174,20202,,8885,6997,15882,1,183743,183743
30834,44823,,30834,44823,,30834,44823,,2954,717,3671,1,183789,183789
36870,41680,41130,36870,41680,41130,36870,41680,41130,1776,203,1979,1,183822,183822
9339,18547,,12111,21319,,12711,21919,,7421,6939,14360,1,183859,183859
8475,18375,,8955,18855,,10905,20805,,4910,4660,9570,1,183877,183877
34600,47296,43800,34600,47296,43800,34600,47296,43800,1431,729,2160,1,183910,183910
8426,15176,,8546,15296,,8546,15296,,7092,6209,13301,1,183938,183938
33115,39115,43435,33115,39115,43435,33115,39115,43435,1962,438,2400,1,183974,183974
19167,37167,,19167,37167,,19167,37167,,148,0,148,1,184047,184047
8985,18565,,12495,22075,,15465,25045,,4549,3898,8447,1,184180,184180
9512,20295,,9812,20595,,19412,30195,,2335,1584,3919,1,184205,184205
49978,61922,59362,49978,61922,59362,49978,61922,59362,1790,501,2291,1,184348,184348
13311,23049,,13311,23049,,13311,23049,,19,13,32,1,184357,184357
6745,10801,,9349,13405,,9349,13405,,6391,5784,12175,1,184481,184481
38972,49870,52036,38972,49870,52036,38972,49870,52036,3596,4950,8546,1,184603,184603
34990,45700,45800,34990,45700,45800,34990,45700,45800,1374,559,1933,1,184612,184612
41438,52336,54502,41438,52336,54502,41438,52336,54502,2582,447,3029,1,184694,184694
33156,37276,43276,33156,37276,43276,33156,37276,43276,1471,786,2257,1,184773,184773
20330,26970,26970,20330,26970,26970,28136,34776,34776,10499,2850,13349,1,184782,184782
8441,18223,,8951,18733,,12251,22033,,4030,2690,6720,1,184791,184791
23782,39703,,23782,39703,,23782,39703,,475,559,1034,1,184959,184959
34753,41078,,34753,41078,,34753,41078,,109,57,166,1,184968,184968
9128,18128,,12503,21503,,15878,24878,,6066,2970,9036,1,184995,184995
14987,23777,25863,14987,23777,25863,23399,32189,34275,5204,3238,8442,1,185129,185129
23660,33060,33810,23660,33060,33810,23660,33060,33810,98,0,98,1,185174,185174
16840,28090,26624,16840,28090,26624,23063,34313,32847,10081,4323,14404,1,185262,185262
8308,15708,,9400,16800,,11488,18888,,3093,5408,8501,1,185509,185509
8800,20450,,12100,23750,,12100,23750,,6660,5942,12602,1,185536,185536
35273,43985,46152,35273,43985,46152,35273,43985,46152,4966,1350,6316,1,185572,185572
14118,28732,28028,14118,28732,28028,22996,37610,36906,14702,4762,19464,1,185590,185590
35770,47589,42645,39430,51249,46305,39430,51249,46305,19,81,100,1,185651,185651
24506,33817,30404,29166,38477,35064,29166,38477,35064,29,332,361,1,185679,185679
21918,33118,31484,21918,33118,31484,34974,46174,44540,7305,2825,10130,1,185828,185828
9984,26324,,10752,27092,,12720,29060,,5138,4339,9477,1,185873,185873
,,,,,,,,,102,40,142,1,185916,185916
8069,19409,,8069,19409,,11234,22574,,3369,5760,9129,1,186034,186034
,,55832,,,55832,,,55832,7935,79,8014,1,186131,186131
,,22000,,,22000,,,22000,239,0,239,1,186186,186186
20183,30962,29161,20183,30962,29161,28833,39612,37811,5015,837,5852,1,186201,186201
39270,48870,51670,39270,48870,51670,39270,48870,51670,4122,1288,5410,1,186283,186283
16933,34131,28645,16933,34131,28645,30493,47691,42205,4746,1518,6264,1,186371,186371
17084,34282,29468,17084,34282,29468,31108,48306,43492,40321,7715,48036,1,186380,186380
16583,33781,29768,16583,33781,29768,30607,47805,43792,7559,3653,11212,1,186399,186399
16200,24300,,16200,24300,,16200,24300,,56,0,56,1,186423,186423
36434,43484,47842,36434,43484,47842,36434,43484,47842,2316,878,3194,1,186432,186432
7158,14358,,7968,15168,,7968,15168,,726,514,1240,1,186469,186469
39020,51918,50318,39020,51918,50318,39020,51918,50318,7141,2762,9903,1,186584,186584
38655,46925,47147,38655,46925,47147,38655,46925,47147,697,855,1552,1,186618,186618
6877,10977,,7357,11457,,7357,11457,,3600,4805,8405,1,186645,186645
46940,58340,60554,46940,58340,60554,46940,58340,60554,4180,1604,5784,1,186867,186867
17782,28734,27929,17782,28734,27929,24175,35127,34322,7272,1186,8458,1,186876,186876
16800,27960,17700,16800,27960,17700,16800,27960,17700,68,0,68,1,186900,186900
7798,13384,,7798,13384,,10493,16079,,138,20739,20877,1,187046,187046
20600,29652,29652,20600,29652,29652,31005,40057,40057,6653,687,7340,1,187134,187134
8198,10098,,13196,15096,,13196,15096,,5713,6256,11969,1,187198,187198
15880,26680,27580,15880,26680,27580,23420,34220,35120,8575,2839,11414,1,187444,187444
4496,13565,,4496,13565,,9788,18857,,9546,19345,28891,1,187532,187532
5850,9240,13040,5850,9240,13040,7050,10440,14240,1271,685,1956,1,187596,187596
5860,13595,,6172,13907,,9268,17003,,4197,4640,8837,1,187620,187620
5990,17350,,6062,17422,,7190,18550,,905,2691,3596,1,187639,187639
9883,17533,16149,9883,17533,16149,15394,23044,21660,3002,2845,5847,1,187648,187648
7049,13591,14300,7108,13650,14359,10774,17316,18025,1155,2728,3883,1,187666,187666
9376,21844,16272,9376,21844,16272,9376,21844,16272,192,230,422,1,187745,187745
8820,19024,16592,8820,19024,16592,11202,21406,18974,2224,1466,3690,1,187897,187897
4448,14648,8598,4904,15104,9054,5096,15296,9246,940,1380,2320,1,187903,187903
,,14506,,,14506,,,19180,470,0,470,1,187912,187912
6498,16680,,6498,16680,,8898,19080,,1252,1423,2675,1,187958,187958
9870,18762,18762,9870,18762,18762,21229,30121,30121,1651,483,2134,1,187967,187967
6459,16641,12147,6459,16641,12147,9366,19548,15054,191,553,744,1,187976,187976
11639,21852,20094,11639,21852,20094,25481,35694,33936,20668,7924,28592,1,187985,187985
6220,13955,,6580,14315,,9460,17195,,875,1583,2458,1,187994,187994
5360,13095,,6080,13815,,8000,15735,,534,1327,1861,1,188003,188003
6082,13817,,6256,13991,,7996,15731,,329,641,970,1,188021,188021
10520,18255,18255,10520,18255,18255,23944,31679,31679,13006,3759,16765,1,188030,188030
6355,16537,,6355,16537,,8976,19158,,998,1247,2245,1,188049,188049
10260,18787,18787,10260,18787,18787,17723,26250,26250,822,859,1681,1,188058,188058
4988,13358,,4988,13358,,6788,15158,,2954,5984,8938,1,188100,188100
8496,19509,,8856,19869,,10251,21264,,1775,4490,6265,1,188137,188137
34308,44308,43568,34308,44308,43568,34308,44308,43568,819,7,826,1,188146,188146
18420,31220,25380,18420,31220,25380,18420,31220,25380,359,564,923,1,188182,188182
9975,18975,11040,9975,18975,11040,9975,18975,11040,464,66,530,1,188216,188216
6594,16776,,6594,16776,,9354,19536,,522,1280,1802,1,188225,188225
9144,14686,,9144,14686,,10128,15670,,231,466,697,1,188261,188261
10053,18399,20803,10053,18399,20803,18093,26439,28843,1669,1891,3560,1,188304,188304
30600,48200,43726,30600,48200,43726,30600,48200,43726,1308,433,1741,1,188340,188340
39500,47110,47110,39500,47110,47110,39500,47110,47110,6034,1611,7645,1,188429,188429
8300,16500,17000,8300,16500,17000,12074,20274,20774,2588,1642,4230,1,188438,188438
17715,40725,,17715,40725,,17715,40725,,532,25,557,1,188465,188465
19845,23345,,19845,23345,,19845,23345,,346,234,580,1,188517,188517
34500,44660,42800,34500,44660,42800,34500,44660,42800,1599,40,1639,1,188526,188526
30480,39948,39948,30480,39948,39948,30480,39948,39948,2079,352,2431,1,188641,188641
19460,33460,30700,19460,33460,30700,19460,33460,30700,91,0,91,1,188669,188669
37520,51460,48310,37520,51460,48310,37520,51460,48310,216,0,216,1,188678,188678
16548,24098,,16548,24098,,16548,24098,,100,308,408,1,188687,188687
19974,31024,29299,19974,31024,29299,19974,31024,29299,230,0,230,1,188696,188696
35470,45420,45420,35470,45420,45420,35470,45420,45420,1365,0,1365,1,188854,188854
,,,,,,,,,76,3,79,1,188915,188915
12800,23960,,12800,23960,,12800,23960,,106,0,106,1,188942,188942
52870,59070,62572,52870,59070,62572,52870,59070,62572,2933,281,3214,1,189088,189088
47302,48862,61512,47302,48862,61512,47302,48862,61512,2450,48,2498,1,189097,189097
30834,44823,40566,30834,44823,40566,30834,44823,40566,4058,538,4596,1,189228,189228
13300,24460,,13300,24460,,13300,24460,,47,0,47,1,189264,189264
13300,24460,,13300,24460,,13300,24460,,55,0,55,1,189273,189273
28510,41260,,28510,41260,,28510,41260,,24,245,269,1,189282,189282
15050,26225,,15050,26225,,15050,26225,,1118,0,1118,1,189413,189413
13343,23351,,13343,23351,,13343,23351,,635,161,796,1,189422,189422
20217,27713,,20217,27713,,20217,27713,,1459,427,1886,1,189459,189459
8641,14771,,8641,14771,,12595,18725,,4192,1702,5894,1,189547,189547
19845,23345,,19845,23345,,19845,23345,,246,167,413,1,189556,189556
19845,23345,,19845,23345,,19845,23345,,295,157,452,1,189565,189565
19845,23345,28045,19845,23345,28045,19845,23345,28045,392,130,522,1,189574,189574
19845,23345,,19845,23345,,19845,23345,,449,291,740,1,189583,189583
19845,23345,,19845,23345,,19845,23345,,268,121,389,1,189592,189592
19228,34372,,19228,34372,,19228,34372,,29,27,56,1,189653,189653
38032,43832,48102,38032,43832,48102,38032,43832,48102,3443,1094,4537,1,189705,189705
24535,34631,,24535,34631,,24535,34631,,287,305,592,1,189811,189811
7992,15992,,7992,15992,,12082,20082,,2235,2175,4410,1,189839,189839
31410,43830,43290,31410,43830,43290,31410,43830,43290,937,140,1077,1,189848,189848
12500,23660,13200,12500,23660,13200,12500,23660,13200,731,0,731,1,189857,189857
21690,40940,,21690,40940,,21690,40940,,78,0,78,1,190008,190008
45666,53862,57514,45666,53862,57514,45666,53862,57514,3602,124,3726,1,190044,190044
8380,16029,15601,8380,16029,15601,13220,20869,20441,1092,898,1990,1,190053,190053
,,60050,,,60050,,,60050,2877,23,2900,1,190099,190099
21626,31226,,21626,31226,,21626,31226,,1164,91,1255,1,190114,190114
52743,68988,64144,52743,68988,64144,52743,68988,64144,22731,4226,26957,1,190150,190150
8240,15240,,8240,15240,,12200,19200,,964,1154,2118,1,190169,190169
30715,39405,41175,30715,39405,41175,30715,39405,41175,868,85,953,1,190248,190248
45125,60560,60075,45125,60560,60075,45125,60560,60075,903,17,920,1,190372,190372
47938,61616,61618,47938,61616,61618,47938,61616,61618,21528,65,21593,1,190415,190415
7711,16811,15511,7711,16811,15511,11781,20881,19581,2375,2554,4929,1,190442,190442
13846,22394,18846,13846,22394,18846,19915,28463,24915,150,186,336,1,190451,190451
32878,43872,41510,32878,43872,41510,32878,43872,41510,2814,0,2814,1,190503,190503
11402,26068,27562,11402,26068,27562,17912,32578,34072,11222,6283,17505,1,190512,190512
9710,24376,,9710,24376,,12230,26896,,15889,8297,24186,1,190521,190521
9746,24412,,9746,24412,,12266,26932,,6598,4770,11368,1,190530,190530
11376,26042,24906,11376,26042,24906,17886,32552,31416,10061,6943,17004,1,190549,190549
11350,26016,24832,11350,26016,24832,17860,32526,31342,9900,4541,14441,1,190558,190558
11281,25947,26631,11281,25947,26631,17791,32457,33141,9721,5610,15331,1,190567,190567
9747,24413,,9747,24413,,12267,26933,,4026,2980,7006,1,190585,190585
11321,25987,20181,11321,25987,20181,17831,32497,26691,13087,9932,23019,1,190594,190594
11251,25917,30885,11251,25917,30885,17761,32427,37395,10764,4246,15010,1,190600,190600
9742,24408,,9742,24408,,12262,26928,,10734,7900,18634,1,190619,190619
9758,24424,,9758,24424,,12278,26944,,10455,9109,19564,1,190628,190628
11300,25966,24470,11300,25966,24470,17810,32476,30980,5916,6169,12085,1,190637,190637
11224,25890,,11224,25890,,17734,32400,,4275,2216,6491,1,190646,190646
11261,25927,,11261,25927,,17771,32437,,10318,6542,16860,1,190655,190655
11399,26065,26179,11399,26065,26179,17909,32575,32689,11249,7725,18974,1,190664,190664
9732,24398,,9732,24398,,12252,26918,,9626,6665,16291,1,190673,190673
11288,25954,,11288,25954,,17798,32464,,5199,3108,8307,1,190691,190691
27050,37570,37570,27050,37570,37570,27050,37570,37570,2401,749,3150,1,190716,190716
26390,29290,37690,26390,29290,37690,26390,29290,37690,2231,640,2871,1,190725,190725
15800,26960,18500,15800,26960,18500,15800,26960,18500,57,0,57,1,190752,190752
28540,36540,39890,28540,36540,39890,28540,36540,39890,1441,557,1998,1,190761,190761
35692,49624,43962,35692,49624,43962,35692,49624,43962,1737,1461,3198,1,190770,190770
7935,16435,17265,7935,16435,17265,11135,19635,20465,4893,5339,10232,1,190840,190840
13682,18982,,13682,18982,,13682,18982,,38,85,123,1,190956,190956
25760,35924,,25760,35924,,25760,35924,,346,85,431,1,190974,190974
40950,41950,50800,40950,41950,50800,40950,41950,50800,1202,342,1544,1,190983,190983
7900,13000,,7900,13000,,11895,16995,,9039,4610,13649,1,191083,191083
10498,26950,21773,10498,26950,21773,19348,35800,30623,7377,2378,9755,1,191126,191126
9415,17262,,9415,17262,,13249,21096,,3404,2985,6389,1,191199,191199
