Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Number of Records,Unitid
,,57478,,,57478,,,57478,1,173902
10620,17620,,10620,17620,,10620,17620,,1,173911
11155,17093,17562,11155,17093,17562,18634,24572,25041,1,173920
21935,25063,,21935,25063,,21935,25063,,1,173984
7193,14125,,7193,14125,,8148,15080,,1,173993
14546,25930,,14546,25930,,21131,32515,,1,174020
16749,25281,25281,16749,25281,25281,22999,31531,31531,1,174066
15048,22722,22722,15048,22722,22722,15048,22722,22722,1,174075
16140,23140,23140,16140,23140,23140,16140,23140,23140,1,174118
36930,43560,43560,36930,43560,43560,36930,43560,43560,1,174127
10870,23443,,10870,23443,,10870,23443,,1,174136
15560,26099,,15560,26099,,15560,26099,,1,174154
19680,28460,26410,19680,28460,26410,19680,28460,26410,1,174206
16399,23355,23355,16399,23355,23355,20064,27020,27020,1,174233
15724,23206,23206,15724,23206,23206,15724,23206,23206,1,174251
22302,27450,,22302,27450,,22302,27450,,1,174279
11868,19000,19000,11868,19000,19000,18766,25898,25898,1,174358
16198,25111,,16198,25111,,16198,25111,,1,174376
16038,21546,,16038,21546,,16038,21546,,1,174385
19627,27243,,19627,27243,,19627,27243,,1,174394
14991,22049,,14991,22049,,14991,22049,,1,174428
27188,30249,30248,27188,30249,30248,27188,30249,30248,1,174437
11117,17117,,11117,17117,,11117,17117,,1,174473
32540,36540,40120,32540,36540,40120,32540,36540,40120,1,174491
18590,26590,,18590,26590,,18590,26590,,1,174507
22975,27130,26325,22975,27130,26325,22975,27130,26325,1,174525
10203,18267,,10203,18267,,13879,21943,,1,174570
9723,14923,14923,9723,14923,14923,10905,16105,16105,1,174604
14908,22108,,14908,22108,,14908,22108,,1,174738
40326,49970,49970,40326,49970,49970,40326,49970,49970,1,174747
8301,14561,,8301,14561,,8301,14561,,1,174756
11766,19002,19002,11766,19002,19002,19408,26644,26644,1,174783
39562,48546,48546,39562,48546,48546,39562,48546,48546,1,174792
36615,39750,39750,36615,39750,39750,36615,39750,39750,1,174817
42600,51860,51860,42600,51860,51860,42600,51860,51860,1,174844
28320,35800,35080,28320,35800,35080,28320,35800,35080,1,174862
34810,42752,43008,34810,42752,43008,34810,42752,43008,1,174899
39414,48400,48400,39414,48400,48400,39414,48400,48400,1,174914
38444,47012,47012,38444,47012,47012,38444,47012,47012,1,175005
16767,24390,,16767,24390,,16767,24390,,1,175014
13018,22244,,13018,22244,,13018,22244,,1,175041
12430,19576,19576,12430,19576,19576,12430,19576,19576,1,175078
8295,15319,15319,8295,15319,15319,9477,16501,16501,1,175157
25598,35198,,25598,35198,,25598,35198,,1,175227
9610,15428,,9610,15428,,9610,15428,,1,175236
14512,21118,,14512,21118,,14512,21118,,1,175263
14090,20790,20790,14090,20790,20790,19590,26290,26290,1,175272
9898,17040,,9898,17040,,9898,17040,,1,175315
14010,22440,20984,14010,22440,20984,14010,22440,20984,1,175342
27272,37376,34472,27272,37376,34472,27272,37376,34472,1,175421
13470,19370,17550,13470,19370,17550,13470,19370,17550,1,175430
5540,11540,8460,5540,11540,8460,6540,12540,9460,1,175519
22058,27670,,22058,27670,,22058,27670,,1,175528
6950,11310,7650,6950,11310,7650,8950,13310,9650,1,175573
18887,18887,18887,18887,18887,18887,18887,18887,18887,1,175616
6970,12230,10460,6970,12230,10460,9070,14330,12560,1,175643
7925,14621,11765,7925,14621,11765,10125,16821,13965,1,175652
5710,11110,8710,5710,11110,8710,8310,13710,11310,1,175786
7588,11188,10258,7588,11188,10258,10168,13768,12838,1,175810
8470,14300,10480,8470,14300,10480,10670,16500,12680,1,175829
13748,19848,20640,13748,19848,20640,22952,29052,29844,1,175856
9072,13142,11610,9072,13142,11610,11072,15142,13610,1,175883
8210,14150,10160,8210,14150,10160,9490,15430,11440,1,175935
35452,46680,46680,35452,46680,46680,35452,46680,46680,1,175980
5750,8850,8490,5750,8850,8490,7358,10458,10098,1,176008
12878,22444,22444,12878,22444,22444,23846,33412,33412,1,176017
10640,16540,16823,10640,16540,16823,20360,26260,26543,1,176035
11716,18552,18552,11716,18552,18552,11716,18552,18552,1,176044
21075,28401,27611,21075,28401,27611,21075,28401,27611,1,176053
8002,17002,9612,8002,17002,9612,9848,18848,11458,1,176071
13023,21670,21670,13023,21670,21670,23211,31858,31858,1,176080
10485,14523,10187,10485,14523,10187,12735,16773,12437,1,176169
7858,17866,7332,7858,17866,7332,10058,20066,9532,1,176178
3630,6580,7780,3630,6580,7780,6028,8978,10178,1,176239
13400,16200,15400,13400,16200,15400,13400,16200,15400,1,176318
6340,7940,9390,6340,7940,9390,6340,7940,9390,1,176336
7750,13150,10060,7750,13150,10060,10450,15850,12760,1,176354
13688,22752,19894,13688,22752,19894,21968,31032,28174,1,176372
14427,20227,20757,14427,20227,20757,14427,20227,20757,1,176406
19910,25500,25500,19910,25500,25500,19910,25500,25500,1,176479
18557,34057,,18557,34057,,18557,34057,,1,176549
31066,38388,36414,31066,38388,36414,31066,38388,36414,1,176628
22431,29926,,22431,29926,,22431,29926,,1,176637
16730,16730,17630,16730,16730,17630,16730,16730,17630,1,176664
14118,25444,,14118,25444,,14118,25444,,1,176770
15556,21736,18556,15556,21736,18556,15556,21736,18556,1,176789
21673,34054,23695,21673,34054,23695,21673,34054,23695,1,176910
26050,32970,32970,26050,32970,32970,26050,32970,32970,1,176947
10665,19015,18799,10665,19015,18799,17059,25409,25193,1,176965
,,,,,,,,,1,176983
22443,41789,,22443,41789,,22443,41789,,1,177038
,,,,,,,,,1,177056
15579,22307,21833,15579,22307,21833,15579,22307,21833,1,177065
,,31890,,,31890,,,31890,1,177083
22350,25300,27850,22350,25300,27850,22350,25300,27850,1,177117
6144,12843,9727,6840,13539,10423,6840,13539,10423,1,177135
28858,36788,34952,28858,36788,34952,28858,36788,34952,1,177144
26695,32985,34719,26695,32985,34719,26695,32985,34719,1,177214
9331,18320,,10075,19064,,11371,20360,,1,177250
18530,25766,,18530,25766,,18530,25766,,1,177302
25601,30291,32183,25601,30291,32183,25601,30291,32183,1,177339
29296,34896,33896,29296,34896,33896,29296,34896,33896,1,177418
19480,24280,,19480,24280,,19480,24280,,1,177436
6648,14513,,7560,15425,,8544,16409,,1,177472
23816,31648,29258,23816,31648,29258,23816,31648,29258,1,177542
10220,16788,20120,10220,16788,20120,14853,21421,24753,1,177551
17932,22932,24784,17932,22932,24784,17932,22932,24784,1,177579
7418,14321,10796,8570,15473,11948,9698,16601,13076,1,177676
40712,45712,50362,40712,45712,50362,40712,45712,50362,1,177746
,,31995,,,31995,,,31995,1,177816
5250,6000,,5250,6000,,5250,6000,,1,177870
10957,17970,16421,10957,17970,16421,17347,24360,22811,1,177940
24150,33150,31140,24150,33150,31140,24150,33150,31140,1,177968
11491,16491,16591,11491,16491,16591,16231,21231,21331,1,177977
10668,16280,,13068,18680,,14688,20300,,1,177995
17007,27980,22671,17007,27980,22671,17007,27980,22671,1,178004
33763,43290,41918,33763,43290,41918,33763,43290,41918,1,178059
12899,17437,,12899,17437,,12899,17437,,1,178110
12147,23031,15679,12147,23031,15679,12147,23031,15679,1,178208
10538,16149,14221,11438,17049,15121,12188,17799,15871,1,178217
27041,32025,,27041,32025,,27041,32025,,1,178226
26719,33047,33313,26719,33047,33313,26719,33047,33313,1,178244
19499,25400,,19499,25400,,19499,25400,,1,178305
9709,15320,15370,9709,15320,15370,14558,20169,20219,1,178341
22460,29510,,22460,29510,,22460,29510,,1,178350
23300,29900,30000,23300,29900,30000,23300,29900,30000,1,178369
9800,18025,18025,9800,18025,18025,15406,23631,23631,1,178387
,,22943,,,22943,,,37292,1,178396
18704,27076,28396,18704,27076,28396,31451,39823,41143,1,178402
,,21798,,,21798,,,36963,1,178411
17110,24923,24322,17110,24923,24322,32065,39878,39277,1,178420
9174,14374,9490,10284,15484,10600,11964,17164,12280,1,178448
12168,20044,19568,12168,20044,19568,18040,25916,25440,1,178615
9390,17376,17376,9390,17376,17376,14391,22377,22377,1,178624
14910,21606,19246,14910,21606,19246,14910,21606,19246,1,178679
22538,29707,27276,22538,29707,27276,22538,29707,27276,1,178697
16096,22496,23248,16096,22496,23248,16096,22496,23248,1,178721
22395,29631,,22395,29631,,22395,29631,,1,178767
19757,28757,25239,19757,28757,25239,19757,28757,25239,1,178891
36775,44958,45235,36775,44958,45235,36775,44958,45235,1,179043
,,,,,,,,,1,179052
19074,26616,,19074,26616,,19074,26616,,1,179070
43058,53438,53438,43058,53438,53438,43058,53438,53438,1,179159
13065,20715,16295,13065,20715,16295,13065,20715,16295,1,179256
34163,45482,40888,34163,45482,40888,34163,45482,40888,1,179265
11040,12940,,12420,14320,,14070,15970,,1,179308
23540,31424,30340,23540,31424,30340,23540,31424,30340,1,179326
11626,19896,17026,11626,19896,17026,15046,23316,20446,1,179344
6607,14484,11275,7597,15474,12265,9547,17424,14215,1,179539
31914,41194,42424,31914,41194,42424,31914,41194,42424,1,179548
11582,19702,19211,11582,19702,19211,16914,25034,24543,1,179557
11823,19251,19251,11823,19251,19251,18303,25731,25731,1,179566
10057,17905,15430,11677,19525,17050,12757,20605,18130,1,179645
8012,15172,12207,9002,16162,13197,10172,17332,14367,1,179715
47831,61808,61808,47831,61808,61808,47831,61808,61808,1,179867
33828,42220,41918,33828,42220,41918,33828,42220,41918,1,179894
25680,29575,32705,25680,29575,32705,25680,29575,32705,1,179919
27600,34800,34800,27600,34800,34800,27600,34800,34800,1,179946
36340,44080,43820,36340,44080,43820,36340,44080,43820,1,179955
24550,27100,35250,24550,27100,35250,24550,27100,35250,1,179964
11030,18863,,11030,18863,,11030,18863,,1,180054
6486,15486,15486,6486,15486,15486,11453,20453,20453,1,180081
32614,40918,40918,32614,40918,40918,32614,40918,40918,1,180106
7313,12513,11013,8475,13675,12175,13365,18565,17065,1,180151
7260,12660,,7260,12660,,7260,12660,,1,180160
10875,17835,17835,10875,17835,17835,22218,29178,29178,1,180179
9060,15380,12035,10432,16752,13407,16200,22520,19175,1,180197
8510,17030,,8510,17030,,8510,17030,,1,180203
6325,15100,10450,6325,15100,10450,6325,15100,10450,1,180212
7881,15081,,7881,15081,,14133,21333,,1,180249
25630,33650,32654,25630,33650,32654,25630,33650,32654,1,180258
10690,16624,,10690,16624,,15986,21920,,1,180276
9885,11285,,9885,11285,,9885,11285,,1,180328
6110,12210,11040,7130,13230,12060,9980,16080,14910,1,180373
9724,18724,18724,9724,18724,18724,21866,30866,30866,1,180416
11232,19452,19452,11232,19452,19452,25197,33417,33417,1,180461
11481,19106,19106,11481,19106,19106,27155,34780,34780,1,180489
9880,17380,17380,9880,17380,17380,21712,29212,29212,1,180522
28018,35446,35488,28018,35446,35488,28018,35446,35488,1,180595
7791,14766,14691,9879,16854,16779,15063,22038,21963,1,180647
9096,15386,15386,9096,15386,15386,19815,26105,26105,1,180692
9495,20250,,9495,20250,,9495,20250,,1,180814
18600,26700,25760,18600,26700,25760,18600,26700,25760,1,180832
16075,28235,,16075,28235,,16075,28235,,1,180878
7800,12100,11902,7800,12100,11902,9000,13300,13102,1,180902
10680,16440,16440,10680,16440,16440,10710,16470,16470,1,180948
27850,34550,34550,27850,34550,34550,27850,34550,34550,1,180984
36180,48058,48058,36180,48058,48058,36180,48058,48058,1,181002
,,38380,,,38380,,,38380,1,181020
23606,29406,28958,23606,29406,28958,23606,29406,28958,1,181093
29882,37936,37152,29882,37936,37152,29882,37936,37152,1,181127
11410,20010,20010,11410,20010,20010,17238,25838,25838,1,181215
19072,25744,,19072,25744,,19072,25744,,1,181242
19070,27566,27334,19070,27566,27334,19070,27566,27334,1,181297
6210,12465,12465,6210,12465,12465,7403,13658,13658,1,181303
5790,11350,11518,5790,11350,11518,6480,12040,12208,1,181312
32200,37780,37780,32200,37780,37780,32200,37780,37780,1,181330
16800,23470,23450,16800,23470,23450,16800,23470,23450,1,181376
11160,18700,19250,11160,18700,19250,21500,29040,29590,1,181394
19072,25744,,19072,25744,,19072,25744,,1,181400
7790,17190,,7790,17190,,7790,17190,,1,181419
31942,39492,39492,31942,39492,39492,31942,39492,39492,1,181446
12714,21060,22246,12714,21060,22246,26042,34388,35574,1,181464
6579,13175,12706,6579,13175,12706,7524,14120,13651,1,181491
9900,16556,16556,9900,16556,16556,9900,16556,16556,1,181534
9200,15200,11110,9200,15200,11110,9200,15200,11110,1,181543
31172,37678,36252,31172,37678,36252,31172,37678,36252,1,181604
6454,12604,12604,6454,12604,12604,7039,13189,13189,1,181640
25490,34090,31990,25490,34090,31990,25490,34090,31990,1,181738
18524,24453,,18524,24453,,18524,24453,,1,181756
12250,12436,16360,12250,12436,16360,16426,16612,20536,1,181765
10810,15500,15500,10810,15500,15500,15010,19700,19700,1,181783
6953,12815,12815,6953,12815,12815,7289,13151,13151,1,181817
20350,26200,26250,20350,26200,26250,20350,26200,26250,1,181853
8817,16281,,8817,16281,,15462,22926,,1,182005
27100,30604,34648,27100,30604,34648,27100,30604,34648,1,182111
22590,30231,,22590,30231,,22590,30231,,1,182148
14437,23553,22195,14437,23553,22195,28347,37463,36105,1,182281
13366,24100,22600,13366,24100,22600,27276,38010,36510,1,182290
8270,18720,15070,8270,18720,15070,14915,25365,21715,1,182306
12172,30172,,12172,30172,,12172,30172,,1,182430
33987,45479,45759,33987,45479,45759,33987,45479,45759,1,182458
8110,17927,,8110,17927,,14755,24572,,1,182500
8260,17480,,8260,17480,,14905,24125,,1,182564
40300,45275,52800,40300,45275,52800,40300,45275,52800,1,182634
20130,24930,31080,20130,24930,31080,20130,24930,31080,1,182661
,,63279,,,63279,,,63279,1,182670
35300,45898,45898,35300,45898,45898,35300,45898,45898,1,182795
13336,20008,,13336,20008,,13336,20008,,1,182865
18400,25570,,18400,25570,,18400,25570,,1,182908
37250,47700,48430,37250,47700,48430,37250,47700,48430,1,182980
32474,40484,43056,32474,40484,43056,32474,40484,43056,1,183026
21600,34250,30300,21600,34250,30300,34320,46970,43020,1,183044
,,25084,,,25084,,,32469,1,183062
21862,32480,,21862,32480,,34582,45200,,1,183071
17387,25300,26555,17387,25300,26555,24807,32720,33975,1,183080
16069,28759,20870,16069,28759,20870,24645,37335,29446,1,183099
14169,23070,,14169,23070,,22745,31646,,1,183105
16786,28495,,16786,28495,,25362,37071,,1,183114
13467,26157,,13467,26157,,22043,34733,,1,183123
13128,26304,,13128,26304,,21704,34880,,1,183132
12878,26054,,12878,26054,,21454,34630,,1,183141
14615,27197,,14615,27197,,23191,35773,,1,183150
34601,44077,43227,34601,44077,43227,34601,44077,43227,1,183211
38204,47704,50394,38204,47704,50394,38204,47704,50394,1,183239
21708,44508,,21708,44508,,21708,44508,,1,183248
10746,19665,,10746,19665,,11226,20145,,1,183257
26250,28200,31400,26250,28200,31400,26250,28200,31400,1,183275
21044,36965,,21044,36965,,21044,36965,,1,183488
6850,11550,,6850,11550,,6850,11550,,1,183600
19655,29555,,21305,31205,,22895,32795,,1,183655
9467,16495,,12862,19890,,13174,20202,,1,183743
30834,44823,,30834,44823,,30834,44823,,1,183789
36870,41680,41130,36870,41680,41130,36870,41680,41130,1,183822
9339,18547,,12111,21319,,12711,21919,,1,183859
8475,18375,,8955,18855,,10905,20805,,1,183877
34600,47296,43800,34600,47296,43800,34600,47296,43800,1,183910
8426,15176,,8546,15296,,8546,15296,,1,183938
33115,39115,43435,33115,39115,43435,33115,39115,43435,1,183974
19167,37167,,19167,37167,,19167,37167,,1,184047
8985,18565,,12495,22075,,15465,25045,,1,184180
9512,20295,,9812,20595,,19412,30195,,1,184205
49978,61922,59362,49978,61922,59362,49978,61922,59362,1,184348
13311,23049,,13311,23049,,13311,23049,,1,184357
6745,10801,,9349,13405,,9349,13405,,1,184481
38972,49870,52036,38972,49870,52036,38972,49870,52036,1,184603
34990,45700,45800,34990,45700,45800,34990,45700,45800,1,184612
41438,52336,54502,41438,52336,54502,41438,52336,54502,1,184694
33156,37276,43276,33156,37276,43276,33156,37276,43276,1,184773
20330,26970,26970,20330,26970,26970,28136,34776,34776,1,184782
8441,18223,,8951,18733,,12251,22033,,1,184791
23782,39703,,23782,39703,,23782,39703,,1,184959
34753,41078,,34753,41078,,34753,41078,,1,184968
9128,18128,,12503,21503,,15878,24878,,1,184995
14987,23777,25863,14987,23777,25863,23399,32189,34275,1,185129
23660,33060,33810,23660,33060,33810,23660,33060,33810,1,185174
16840,28090,26624,16840,28090,26624,23063,34313,32847,1,185262
8308,15708,,9400,16800,,11488,18888,,1,185509
8800,20450,,12100,23750,,12100,23750,,1,185536
35273,43985,46152,35273,43985,46152,35273,43985,46152,1,185572
14118,28732,28028,14118,28732,28028,22996,37610,36906,1,185590
35770,47589,42645,39430,51249,46305,39430,51249,46305,1,185651
24506,33817,30404,29166,38477,35064,29166,38477,35064,1,185679
21918,33118,31484,21918,33118,31484,34974,46174,44540,1,185828
9984,26324,,10752,27092,,12720,29060,,1,185873
,,,,,,,,,1,185916
8069,19409,,8069,19409,,11234,22574,,1,186034
,,55832,,,55832,,,55832,1,186131
,,22000,,,22000,,,22000,1,186186
20183,30962,29161,20183,30962,29161,28833,39612,37811,1,186201
39270,48870,51670,39270,48870,51670,39270,48870,51670,1,186283
16933,34131,28645,16933,34131,28645,30493,47691,42205,1,186371
17084,34282,29468,17084,34282,29468,31108,48306,43492,1,186380
16583,33781,29768,16583,33781,29768,30607,47805,43792,1,186399
16200,24300,,16200,24300,,16200,24300,,1,186423
36434,43484,47842,36434,43484,47842,36434,43484,47842,1,186432
7158,14358,,7968,15168,,7968,15168,,1,186469
39020,51918,50318,39020,51918,50318,39020,51918,50318,1,186584
38655,46925,47147,38655,46925,47147,38655,46925,47147,1,186618
6877,10977,,7357,11457,,7357,11457,,1,186645
46940,58340,60554,46940,58340,60554,46940,58340,60554,1,186867
17782,28734,27929,17782,28734,27929,24175,35127,34322,1,186876
16800,27960,17700,16800,27960,17700,16800,27960,17700,1,186900
7798,13384,,7798,13384,,10493,16079,,1,187046
20600,29652,29652,20600,29652,29652,31005,40057,40057,1,187134
8198,10098,,13196,15096,,13196,15096,,1,187198
15880,26680,27580,15880,26680,27580,23420,34220,35120,1,187444
4496,13565,,4496,13565,,9788,18857,,1,187532
5850,9240,13040,5850,9240,13040,7050,10440,14240,1,187596
5860,13595,,6172,13907,,9268,17003,,1,187620
5990,17350,,6062,17422,,7190,18550,,1,187639
9883,17533,16149,9883,17533,16149,15394,23044,21660,1,187648
7049,13591,14300,7108,13650,14359,10774,17316,18025,1,187666
9376,21844,16272,9376,21844,16272,9376,21844,16272,1,187745
8820,19024,16592,8820,19024,16592,11202,21406,18974,1,187897
4448,14648,8598,4904,15104,9054,5096,15296,9246,1,187903
,,14506,,,14506,,,19180,1,187912
6498,16680,,6498,16680,,8898,19080,,1,187958
9870,18762,18762,9870,18762,18762,21229,30121,30121,1,187967
6459,16641,12147,6459,16641,12147,9366,19548,15054,1,187976
11639,21852,20094,11639,21852,20094,25481,35694,33936,1,187985
6220,13955,,6580,14315,,9460,17195,,1,187994
5360,13095,,6080,13815,,8000,15735,,1,188003
6082,13817,,6256,13991,,7996,15731,,1,188021
10520,18255,18255,10520,18255,18255,23944,31679,31679,1,188030
6355,16537,,6355,16537,,8976,19158,,1,188049
10260,18787,18787,10260,18787,18787,17723,26250,26250,1,188058
4988,13358,,4988,13358,,6788,15158,,1,188100
8496,19509,,8856,19869,,10251,21264,,1,188137
34308,44308,43568,34308,44308,43568,34308,44308,43568,1,188146
18420,31220,25380,18420,31220,25380,18420,31220,25380,1,188182
